sample_id,study_id,material,sequencing_method,collection_date,latitude,longitude,depth,study_name
ERS1261450,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-03-08,50.15,-4.13,0.2,Plymouth_time_series
ERS1261505,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-01-18,50.15,-4.13,0.2,Plymouth_time_series
ERS1261462,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-12-09,50.15,-4.13,0.2,Plymouth_time_series
ERS1261421,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-06-02,50.15,-4.13,0.2,Plymouth_time_series
ERS1261491,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-14,50.15,-4.13,0.2,Plymouth_time_series
ERS1261474,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-11,50.15,-4.13,0.2,Plymouth_time_series
ERS1261433,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-04-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261525,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-06-22,50.15,-4.13,0.2,Plymouth_time_series
ERS1261500,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-17,50.15,-4.13,0.2,Plymouth_time_series
ERS1261537,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-04-26,50.15,-4.13,0.2,Plymouth_time_series
ERS1261512,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-04-20,50.15,-4.13,0.2,Plymouth_time_series
ERS1261549,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-28,50.15,-4.13,0.2,Plymouth_time_series
ERS1261520,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-12-21,50.15,-4.13,0.2,Plymouth_time_series
ERS1261495,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-03-15,50.15,-4.13,0.2,Plymouth_time_series
ERS1261437,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-07-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261532,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-24,50.15,-4.13,0.2,Plymouth_time_series
ERS1261466,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-01-11,50.15,-4.13,0.2,Plymouth_time_series
ERS1261425,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-01-04,50.15,-4.13,0.2,Plymouth_time_series
ERS1261449,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-02-08,50.15,-4.13,0.2,Plymouth_time_series
ERS1261544,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-04-27,50.15,-4.13,0.2,Plymouth_time_series
ERS1261478,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-12,50.15,-4.13,0.2,Plymouth_time_series
ERS1261412,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-02-01,50.15,-4.13,0.2,Plymouth_time_series
ERS1261461,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-12-09,50.15,-4.13,0.2,Plymouth_time_series
ERS1261420,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-06-02,50.15,-4.13,0.2,Plymouth_time_series
ERS1261490,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-14,50.15,-4.13,0.2,Plymouth_time_series
ERS1261473,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-11,50.15,-4.13,0.2,Plymouth_time_series
ERS1261432,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-04-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261444,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261536,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-01-26,50.15,-4.13,0.2,Plymouth_time_series
ERS1261519,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-12-21,50.15,-4.13,0.2,Plymouth_time_series
ERS1261511,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-04-20,50.15,-4.13,0.2,Plymouth_time_series
ERS1261548,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-28,50.15,-4.13,0.2,Plymouth_time_series
ERS1261436,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-07-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261531,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-24,50.15,-4.13,0.2,Plymouth_time_series
ERS1261465,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-01-11,50.15,-4.13,0.2,Plymouth_time_series
ERS1261448,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-02-08,50.15,-4.13,0.2,Plymouth_time_series
ERS1261543,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-26,50.15,-4.13,0.2,Plymouth_time_series
ERS1261477,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-12,50.15,-4.13,0.2,Plymouth_time_series
ERS1261419,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-01,50.15,-4.13,0.2,Plymouth_time_series
ERS1261489,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-14,50.15,-4.13,0.2,Plymouth_time_series
ERS1261411,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-02-01,50.15,-4.13,0.2,Plymouth_time_series
ERS1261460,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-11-09,50.15,-4.13,0.2,Plymouth_time_series
ERS1261472,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-04-12,50.15,-4.13,0.2,Plymouth_time_series
ERS1261431,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-05-05,50.15,-4.13,0.2,Plymouth_time_series
ERS1261484,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-05-13,50.15,-4.13,0.2,Plymouth_time_series
ERS1261443,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261535,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-01-26,50.15,-4.13,0.2,Plymouth_time_series
ERS1261518,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-12-21,50.15,-4.13,0.2,Plymouth_time_series
ERS1261510,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-19,50.15,-4.13,0.2,Plymouth_time_series
ERS1261547,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-04-27,50.15,-4.13,0.2,Plymouth_time_series
ERS1261435,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-07-07,50.15,-4.13,0.2,Plymouth_time_series
ERS1261530,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-24,50.15,-4.13,0.2,Plymouth_time_series
ERS1261447,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-02-08,50.15,-4.13,0.2,Plymouth_time_series
ERS1261542,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-10-26,50.15,-4.13,0.2,Plymouth_time_series
ERS1261476,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-08-11,50.15,-4.13,0.2,Plymouth_time_series
ERS1261459,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-11-09,50.15,-4.13,0.2,Plymouth_time_series
ERS1261554,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-06-29,50.15,-4.13,0.2,Plymouth_time_series
ERS1261418,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-09-01,50.15,-4.13,0.2,Plymouth_time_series
ERS1261488,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2009-07-13,50.15,-4.13,0.2,Plymouth_time_series
ERS1261410,ERP016541,aquatic;marine|aquatic;sea,AMPLICON,2010-02-01,50.15,-4.13,0.2,Plymouth_time_series
ERS11872587,ERP137221,aquatic;sea,AMPLICON,2015-01-15,56.9309,17.0607,3,LMO_2014_2015
ERS11872588,ERP137221,aquatic;sea,AMPLICON,2015-01-23,56.9309,17.0607,3,LMO_2014_2015
ERS11872589,ERP137221,aquatic;sea,AMPLICON,2015-02-12,56.9309,17.0607,3,LMO_2014_2015
ERS11872590,ERP137221,aquatic;sea,AMPLICON,2015-03-05,56.9309,17.0607,3,LMO_2014_2015
ERS11872591,ERP137221,aquatic;sea,AMPLICON,2015-03-18,56.9309,17.0607,3,LMO_2014_2015
ERS11872592,ERP137221,aquatic;sea,AMPLICON,2015-04-02,56.9309,17.0607,3,LMO_2014_2015
ERS11872593,ERP137221,aquatic;sea,AMPLICON,2015-04-14,56.9309,17.0607,3,LMO_2014_2015
ERS11872594,ERP137221,aquatic;sea,AMPLICON,2015-04-29,56.9309,17.0607,3,LMO_2014_2015
ERS11872595,ERP137221,aquatic;sea,AMPLICON,2015-05-11,56.9309,17.0607,3,LMO_2014_2015
ERS11872596,ERP137221,aquatic;sea,AMPLICON,2015-05-26,56.9309,17.0607,3,LMO_2014_2015
ERS11872597,ERP137221,aquatic;sea,AMPLICON,2015-06-10,56.9309,17.0607,3,LMO_2014_2015
ERS11872598,ERP137221,aquatic;sea,AMPLICON,2015-06-24,56.9309,17.0607,3,LMO_2014_2015
ERS11872599,ERP137221,aquatic;sea,AMPLICON,2015-07-08,56.9309,17.0607,3,LMO_2014_2015
ERS11872600,ERP137221,aquatic;sea,AMPLICON,2015-07-21,56.9309,17.0607,3,LMO_2014_2015
ERS11872601,ERP137221,aquatic;sea,AMPLICON,2015-01-23,56.9309,17.0607,3,LMO_2014_2015
ERS11872602,ERP137221,aquatic;sea,AMPLICON,2015-02-12,56.9309,17.0607,3,LMO_2014_2015
ERS11872603,ERP137221,aquatic;sea,AMPLICON,2015-03-05,56.9309,17.0607,3,LMO_2014_2015
ERS11872604,ERP137221,aquatic;sea,AMPLICON,2015-03-18,56.9309,17.0607,3,LMO_2014_2015
ERS11872605,ERP137221,aquatic;sea,AMPLICON,2015-04-02,56.9309,17.0607,3,LMO_2014_2015
ERS11872606,ERP137221,aquatic;sea,AMPLICON,2015-04-14,56.9309,17.0607,3,LMO_2014_2015
ERS11872607,ERP137221,aquatic;sea,AMPLICON,2015-04-29,56.9309,17.0607,3,LMO_2014_2015
ERS11872608,ERP137221,aquatic;sea,AMPLICON,2015-05-11,56.9309,17.0607,3,LMO_2014_2015
ERS11872609,ERP137221,aquatic;sea,AMPLICON,2015-05-26,56.9309,17.0607,3,LMO_2014_2015
ERS11872610,ERP137221,aquatic;sea,AMPLICON,2015-06-10,56.9309,17.0607,3,LMO_2014_2015
ERS11872611,ERP137221,aquatic;sea,AMPLICON,2015-06-24,56.9309,17.0607,3,LMO_2014_2015
ERS11872612,ERP137221,aquatic;sea,AMPLICON,2015-07-08,56.9309,17.0607,3,LMO_2014_2015
ERS11872613,ERP137221,aquatic;sea,AMPLICON,2015-01-15,56.9309,17.0607,3,LMO_2014_2015
ERS11872614,ERP137221,aquatic;sea,AMPLICON,2015-01-23,56.9309,17.0607,3,LMO_2014_2015
ERS11872615,ERP137221,aquatic;sea,AMPLICON,2015-02-12,56.9309,17.0607,3,LMO_2014_2015
ERS11872616,ERP137221,aquatic;sea,AMPLICON,2015-03-05,56.9309,17.0607,3,LMO_2014_2015
ERS11872617,ERP137221,aquatic;sea,AMPLICON,2015-03-18,56.9309,17.0607,3,LMO_2014_2015
ERS11872618,ERP137221,aquatic;sea,AMPLICON,2015-04-02,56.9309,17.0607,3,LMO_2014_2015
ERS11872619,ERP137221,aquatic;sea,AMPLICON,2015-04-14,56.9309,17.0607,3,LMO_2014_2015
ERS11872620,ERP137221,aquatic;sea,AMPLICON,2015-04-29,56.9309,17.0607,3,LMO_2014_2015
ERS11872621,ERP137221,aquatic;sea,AMPLICON,2015-05-11,56.9309,17.0607,3,LMO_2014_2015
ERS11872622,ERP137221,aquatic;sea,AMPLICON,2015-06-10,56.9309,17.0607,3,LMO_2014_2015
ERS11872623,ERP137221,aquatic;sea,AMPLICON,2015-06-24,56.9309,17.0607,3,LMO_2014_2015
ERS11872624,ERP137221,aquatic;sea,AMPLICON,2015-07-08,56.9309,17.0607,3,LMO_2014_2015
ERS11872625,ERP137221,aquatic;sea,AMPLICON,2015-07-21,56.9309,17.0607,3,LMO_2014_2015
ERS11872626,ERP137221,aquatic;sea,AMPLICON,2015-08-04,56.9309,17.0607,3,LMO_2014_2015
ERS11872627,ERP137221,aquatic;sea,AMPLICON,2015-01-15,56.9309,17.0607,3,LMO_2014_2015
ERS11872628,ERP137221,aquatic;sea,AMPLICON,2015-07-21,56.9309,17.0607,3,LMO_2014_2015
ERS11872629,ERP137221,aquatic;sea,AMPLICON,2015-08-04,56.9309,17.0607,3,LMO_2014_2015
ERS11872630,ERP137221,aquatic;sea,AMPLICON,2015-08-19,56.9309,17.0607,3,LMO_2014_2015
ERS11872631,ERP137221,aquatic;sea,AMPLICON,2015-08-04,56.9309,17.0607,3,LMO_2014_2015
ERS11872632,ERP137221,aquatic;sea,AMPLICON,2015-08-19,56.9309,17.0607,3,LMO_2014_2015
ERS11872633,ERP137221,aquatic;sea,AMPLICON,2015-08-19,56.9309,17.0607,3,LMO_2014_2015
ERS11872634,ERP137221,aquatic;sea,AMPLICON,2014-01-09,56.9309,17.0607,3,LMO_2014_2015
ERS11872635,ERP137221,aquatic;sea,AMPLICON,2014-02-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872636,ERP137221,aquatic;sea,AMPLICON,2014-03-12,56.9309,17.0607,3,LMO_2014_2015
ERS11872637,ERP137221,aquatic;sea,AMPLICON,2014-04-08,56.9309,17.0607,3,LMO_2014_2015
ERS11872638,ERP137221,aquatic;sea,AMPLICON,2014-05-06,56.9309,17.0607,3,LMO_2014_2015
ERS11872639,ERP137221,aquatic;sea,AMPLICON,2014-06-04,56.9309,17.0607,3,LMO_2014_2015
ERS11872640,ERP137221,aquatic;sea,AMPLICON,2014-07-09,56.9309,17.0607,3,LMO_2014_2015
ERS11872641,ERP137221,aquatic;sea,AMPLICON,2014-08-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872642,ERP137221,aquatic;sea,AMPLICON,2014-09-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872643,ERP137221,aquatic;sea,AMPLICON,2014-11-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872644,ERP137221,aquatic;sea,AMPLICON,2014-12-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872645,ERP137221,aquatic;sea,AMPLICON,2014-01-09,56.9309,17.0607,3,LMO_2014_2015
ERS11872646,ERP137221,aquatic;sea,AMPLICON,2014-02-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872647,ERP137221,aquatic;sea,AMPLICON,2014-03-12,56.9309,17.0607,3,LMO_2014_2015
ERS11872648,ERP137221,aquatic;sea,AMPLICON,2014-04-08,56.9309,17.0607,3,LMO_2014_2015
ERS11872649,ERP137221,aquatic;sea,AMPLICON,2014-05-06,56.9309,17.0607,3,LMO_2014_2015
ERS11872650,ERP137221,aquatic;sea,AMPLICON,2014-06-04,56.9309,17.0607,3,LMO_2014_2015
ERS11872651,ERP137221,aquatic;sea,AMPLICON,2014-07-09,56.9309,17.0607,3,LMO_2014_2015
ERS11872652,ERP137221,aquatic;sea,AMPLICON,2014-08-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872653,ERP137221,aquatic;sea,AMPLICON,2014-09-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872654,ERP137221,aquatic;sea,AMPLICON,2014-11-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872655,ERP137221,aquatic;sea,AMPLICON,2014-12-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872656,ERP137221,aquatic;sea,AMPLICON,2015-09-03,56.9309,17.0607,3,LMO_2014_2015
ERS11872657,ERP137221,aquatic;sea,AMPLICON,2015-09-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872658,ERP137221,aquatic;sea,AMPLICON,2015-09-03,56.9309,17.0607,3,LMO_2014_2015
ERS11872659,ERP137221,aquatic;sea,AMPLICON,2015-09-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872660,ERP137221,aquatic;sea,AMPLICON,2015-09-03,56.9309,17.0607,3,LMO_2014_2015
ERS11872661,ERP137221,aquatic;sea,AMPLICON,2015-09-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872662,ERP137221,aquatic;sea,AMPLICON,2014-01-09,56.9309,17.0607,3,LMO_2014_2015
ERS11872663,ERP137221,aquatic;sea,AMPLICON,2014-02-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872664,ERP137221,aquatic;sea,AMPLICON,2014-03-12,56.9309,17.0607,3,LMO_2014_2015
ERS11872665,ERP137221,aquatic;sea,AMPLICON,2014-04-08,56.9309,17.0607,3,LMO_2014_2015
ERS11872666,ERP137221,aquatic;sea,AMPLICON,2014-05-06,56.9309,17.0607,3,LMO_2014_2015
ERS11872667,ERP137221,aquatic;sea,AMPLICON,2014-06-04,56.9309,17.0607,3,LMO_2014_2015
ERS11872668,ERP137221,aquatic;sea,AMPLICON,2014-07-09,56.9309,17.0607,3,LMO_2014_2015
ERS11872669,ERP137221,aquatic;sea,AMPLICON,2014-08-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872670,ERP137221,aquatic;sea,AMPLICON,2014-09-16,56.9309,17.0607,3,LMO_2014_2015
ERS11872671,ERP137221,aquatic;sea,AMPLICON,2014-11-20,56.9309,17.0607,3,LMO_2014_2015
ERS11872672,ERP137221,aquatic;sea,AMPLICON,2014-12-16,56.9309,17.0607,3,LMO_2014_2015
ERS4036395,ERP117856,aquatic;sea,WGS,2015-08-30,61.7831,19.2935,1.8,Baltic_coastal_transect
ERS4036388,ERP117856,aquatic;sea,WGS,2015-08-25,59.4921,24.5681,1.8,Baltic_coastal_transect
ERS4036385,ERP117856,aquatic;sea,WGS,2015-08-23,57.8135,22.6465,1.7,Baltic_coastal_transect
ERS4036416,ERP117856,aquatic;sea,WGS,2013-09-05,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036412,ERP117856,aquatic;sea,WGS,2013-06-05,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036421,ERP117856,aquatic;sea,WGS,2014-04-08,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036397,ERP117856,aquatic;sea,WGS,2015-08-31,58.5837,18.2316,2.2,Baltic_coastal_transect
ERS4036372,ERP117856,aquatic;sea,WGS,2015-08-18,54.5351,13.7696,4,Baltic_coastal_transect
ERS4036424,ERP117856,aquatic;sea,WGS,2014-08-20,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036382,ERP117856,aquatic;sea,WGS,2015-08-21,56.3821,20.8346,2.1,Baltic_coastal_transect
ERS4036419,ERP117856,aquatic;sea,WGS,2014-01-09,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036420,ERP117856,aquatic;sea,WGS,2014-03-12,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036374,ERP117856,aquatic;sea,WGS,2015-08-18,53.959345,14.322065,3,Baltic_coastal_transect
ERS4036387,ERP117856,aquatic;sea,WGS,2015-08-24,57.6815,24.263,1.9,Baltic_coastal_transect
ERS4036375,ERP117856,aquatic;sea,WGS,2015-08-18,54.1756,15.1784,2.7,Baltic_coastal_transect
ERS4036386,ERP117856,aquatic;sea,WGS,2015-08-23,57.0543,23.8214,2.2,Baltic_coastal_transect
ERS4036418,ERP117856,aquatic;sea,WGS,2013-10-31,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036373,ERP117856,aquatic;sea,WGS,2015-08-18,54.4412,13.7264,2.8,Baltic_coastal_transect
ERS4036426,ERP117856,aquatic;sea,WGS,2014-12-16,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036411,ERP117856,aquatic;sea,WGS,2013-05-07,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036413,ERP117856,aquatic;sea,WGS,2013-07-05,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036380,ERP117856,aquatic;sea,WGS,2015-08-20,54.5824,18.6289,1.9,Baltic_coastal_transect
ERS4036376,ERP117856,aquatic;sea,WGS,2015-08-19,54.31543,16.11767,1.9,Baltic_coastal_transect
ERS4036407,ERP117856,aquatic;sea,WGS,2013-01-23,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036425,ERP117856,aquatic;sea,WGS,2014-09-16,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036390,ERP117856,aquatic;sea,WGS,2015-08-26,59.495,27.7962,2,Baltic_coastal_transect
ERS4036417,ERP117856,aquatic;sea,WGS,2013-10-03,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036391,ERP117856,aquatic;sea,WGS,2015-08-27,60.2177,26.2493,1.8,Baltic_coastal_transect
ERS4036403,ERP117856,aquatic;sea,WGS,2015-09-03,53.95929,14.32170167,2,Baltic_coastal_transect
ERS4036379,ERP117856,aquatic;sea,WGS,2015-08-20,54.85165833,18.00123,1.9,Baltic_coastal_transect
ERS4036408,ERP117856,aquatic;sea,WGS,2013-04-03,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036422,ERP117856,aquatic;sea,WGS,2014-06-04,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036399,ERP117856,aquatic;sea,WGS,2015-09-01,56.5969,16.3242,1.9,Baltic_coastal_transect
ERS4036371,ERP117856,aquatic;sea,WGS,2015-08-17,54.463775,12.27990333,3,Baltic_coastal_transect
ERS4036377,ERP117856,aquatic;sea,WGS,2015-08-19,54.5687,16.4872,3.7,Baltic_coastal_transect
ERS4036423,ERP117856,aquatic;sea,WGS,2014-07-09,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036393,ERP117856,aquatic;sea,WGS,2015-08-28,59.8751,19.3582,2.3,Baltic_coastal_transect
ERS4036392,ERP117856,aquatic;sea,WGS,2015-08-27,60.0652,24.8036,2,Baltic_coastal_transect
ERS4036414,ERP117856,aquatic;sea,WGS,2013-08-01,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036396,ERP117856,aquatic;sea,WGS,2015-08-30,61.0018,19.0039,2,Baltic_coastal_transect
ERS4036415,ERP117856,aquatic;sea,WGS,2013-08-15,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036402,ERP117856,aquatic;sea,WGS,2015-09-02,54.91411,13.83857833,2,Baltic_coastal_transect
ERS4036381,ERP117856,aquatic;sea,WGS,2015-08-21,55.68444833,21.01084667,1.9,Baltic_coastal_transect
ERS4036405,ERP117856,aquatic;sea,WGS,2014-05-06,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036401,ERP117856,aquatic;sea,WGS,2015-09-02,55.4066,14.5356,3,Baltic_coastal_transect
ERS4036404,ERP117856,aquatic;sea,WGS,2015-09-03,54.50727667,12.9552,3,Baltic_coastal_transect
ERS4036409,ERP117856,aquatic;sea,WGS,2013-04-16,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036398,ERP117856,aquatic;sea,WGS,2015-08-31,57.987,16.9491,2,Baltic_coastal_transect
ERS4036410,ERP117856,aquatic;sea,WGS,2013-04-22,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036394,ERP117856,aquatic;sea,WGS,2015-08-29,62.4157,19.4149,2.3,Baltic_coastal_transect
ERS4036406,ERP117856,aquatic;sea,WGS,2014-11-20,56.938436,17.06204,2,Baltic_coastal_transect
ERS4036378,ERP117856,aquatic;sea,WGS,2015-08-19,54.75925833,17.23787333,1.9,Baltic_coastal_transect
ERS4036400,ERP117856,aquatic;sea,WGS,2015-09-02,55.9388,14.9345,2.1,Baltic_coastal_transect
ERS464444,ERP005924,aquatic;sea,AMPLICON,2011-09-05,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464430,ERP005924,aquatic;sea,AMPLICON,2010-01-19,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836186,ERP005924,NA,AMPLICON,2010-11-30,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464456,ERP005924,aquatic;sea,AMPLICON,2012-06-14,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464439,ERP005924,aquatic;sea,AMPLICON,2010-12-12,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464461,ERP005924,aquatic;sea,AMPLICON,2012-11-15,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464434,ERP005924,aquatic;sea,AMPLICON,2010-05-13,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836190,ERP005924,NA,AMPLICON,2011-11-17,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836185,ERP005924,NA,AMPLICON,2010-05-13,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464429,ERP005924,aquatic;sea,AMPLICON,2009-10-12,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464451,ERP005924,aquatic;sea,AMPLICON,2012-01-18,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464443,ERP005924,aquatic;sea,AMPLICON,2011-04-18,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464424,ERP005924,aquatic;sea,AMPLICON,2009-07-14,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836184,ERP005924,NA,AMPLICON,2010-04-20,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464455,ERP005924,aquatic;sea,AMPLICON,2012-05-23,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464438,ERP005924,aquatic;sea,AMPLICON,2010-10-19,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464460,ERP005924,aquatic;sea,AMPLICON,2012-10-19,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464447,ERP005924,aquatic;sea,AMPLICON,2011-11-08,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464433,ERP005924,aquatic;sea,AMPLICON,2010-04-20,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464428,ERP005924,aquatic;sea,AMPLICON,2009-11-17,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464450,ERP005924,aquatic;sea,AMPLICON,2011-11-17,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836183,ERP005924,NA,AMPLICON,2010-01-19,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464437,ERP005924,aquatic;sea,AMPLICON,2010-09-08,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464442,ERP005924,aquatic;sea,AMPLICON,2011-03-15,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464459,ERP005924,aquatic;sea,AMPLICON,2012-11-09,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464454,ERP005924,aquatic;sea,AMPLICON,2012-02-05,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464446,ERP005924,aquatic;sea,AMPLICON,2011-07-14,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464427,ERP005924,aquatic;sea,AMPLICON,2009-10-19,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464432,ERP005924,aquatic;sea,AMPLICON,2010-03-16,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836182,ERP005924,NA,AMPLICON,2009-10-12,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836189,ERP005924,NA,AMPLICON,2011-09-05,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464449,ERP005924,aquatic;sea,AMPLICON,2011-10-13,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464436,ERP005924,aquatic;sea,AMPLICON,2010-07-15,43.67,-5.58,NA,Gijon_rare_seasonality
ERS464441,ERP005924,aquatic;sea,AMPLICON,2011-02-24,43.67,-5.58,NA,Gijon_rare_seasonality
ERS1836193,ERP005924,NA,AMPLICON,2012-11-12,43.67,-5.58,NA,Gijon_rare_seasonality
