sample_id,study_id,material,sequencing_method,collection_date,latitude,longitude,depth,study_name
SRS12324658,SRP364979,aquatic;sea,AMPLICON,2020-08-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324657,SRP364979,aquatic;sea,AMPLICON,2020-07-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324656,SRP364979,aquatic;sea,AMPLICON,2020-06-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324655,SRP364979,aquatic;sea,AMPLICON,2020-05-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324654,SRP364979,aquatic;sea,AMPLICON,2020-04-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324653,SRP364979,aquatic;sea,AMPLICON,2020-03-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324652,SRP364979,aquatic;sea,AMPLICON,2020-02-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324651,SRP364979,aquatic;sea,AMPLICON,2021-07-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324650,SRP364979,aquatic;sea,AMPLICON,2018-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324649,SRP364979,aquatic;sea,AMPLICON,2021-06-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324648,SRP364979,aquatic;sea,AMPLICON,2021-05-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324647,SRP364979,aquatic;sea,AMPLICON,2021-04-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324646,SRP364979,aquatic;sea,AMPLICON,2021-03-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324645,SRP364979,aquatic;sea,AMPLICON,2021-02-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324644,SRP364979,aquatic;sea,AMPLICON,2021-01-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324643,SRP364979,aquatic;sea,AMPLICON,2020-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324642,SRP364979,aquatic;sea,AMPLICON,2020-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324641,SRP364979,aquatic;sea,AMPLICON,2020-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324640,SRP364979,aquatic;sea,AMPLICON,2020-09-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324639,SRP364979,aquatic;sea,AMPLICON,2018-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12324638,SRP364979,aquatic;sea,AMPLICON,2018-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18025957,SRP364979,aquatic;sea,AMPLICON,2021-08-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18025954,SRP364979,aquatic;sea,AMPLICON,2021-09-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18025953,SRP364979,aquatic;sea,AMPLICON,2021-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18025956,SRP364979,aquatic;sea,AMPLICON,2021-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18025952,SRP364979,aquatic;sea,AMPLICON,2021-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366652,SRP339229,aquatic;sea,AMPLICON,2019-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366651,SRP339229,aquatic;sea,AMPLICON,2019-09-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366650,SRP339229,aquatic;sea,AMPLICON,2019-08-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366649,SRP339229,aquatic;sea,AMPLICON,2019-07-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366648,SRP339229,aquatic;sea,AMPLICON,2019-06-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366647,SRP339229,aquatic;sea,AMPLICON,2019-05-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366646,SRP339229,aquatic;sea,AMPLICON,2019-04-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366645,SRP339229,aquatic;sea,AMPLICON,2019-03-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366644,SRP339229,aquatic;sea,AMPLICON,2020-01-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366643,SRP339229,aquatic;sea,AMPLICON,2019-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366642,SRP339229,aquatic;sea,AMPLICON,2019-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366640,SRP339229,aquatic;sea,AMPLICON,2019-02-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS10366641,SRP339229,aquatic;sea,AMPLICON,2019-01-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326414,SRP364989,aquatic;sea,AMPLICON,2019-07-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326413,SRP364989,aquatic;sea,AMPLICON,2019-06-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326412,SRP364989,aquatic;sea,AMPLICON,2019-05-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326411,SRP364989,aquatic;sea,AMPLICON,2019-04-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326410,SRP364989,aquatic;sea,AMPLICON,2019-03-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326409,SRP364989,aquatic;sea,AMPLICON,2019-02-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326408,SRP364989,aquatic;sea,AMPLICON,2021-07-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326407,SRP364989,aquatic;sea,AMPLICON,2021-06-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326406,SRP364989,aquatic;sea,AMPLICON,2021-05-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326405,SRP364989,aquatic;sea,AMPLICON,2021-04-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326404,SRP364989,aquatic;sea,AMPLICON,2019-01-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326403,SRP364989,aquatic;sea,AMPLICON,2021-03-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326402,SRP364989,aquatic;sea,AMPLICON,2021-02-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326401,SRP364989,aquatic;sea,AMPLICON,2021-01-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326400,SRP364989,aquatic;sea,AMPLICON,2020-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326399,SRP364989,aquatic;sea,AMPLICON,2020-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326398,SRP364989,aquatic;sea,AMPLICON,2020-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326397,SRP364989,aquatic;sea,AMPLICON,2020-09-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326396,SRP364989,aquatic;sea,AMPLICON,2020-08-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326395,SRP364989,aquatic;sea,AMPLICON,2020-07-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326394,SRP364989,aquatic;sea,AMPLICON,2020-06-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326393,SRP364989,aquatic;sea,AMPLICON,2018-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326392,SRP364989,aquatic;sea,AMPLICON,2020-05-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326391,SRP364989,aquatic;sea,AMPLICON,2020-04-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326390,SRP364989,aquatic;sea,AMPLICON,2020-03-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326389,SRP364989,aquatic;sea,AMPLICON,2020-02-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326388,SRP364989,aquatic;sea,AMPLICON,2020-01-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326387,SRP364989,aquatic;sea,AMPLICON,2019-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326386,SRP364989,aquatic;sea,AMPLICON,2019-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326385,SRP364989,aquatic;sea,AMPLICON,2019-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326384,SRP364989,aquatic;sea,AMPLICON,2019-09-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326383,SRP364989,aquatic;sea,AMPLICON,2019-08-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326382,SRP364989,aquatic;sea,AMPLICON,2018-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS12326381,SRP364989,aquatic;sea,AMPLICON,2018-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18024501,SRP364989,aquatic;sea,AMPLICON,2021-12-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18024500,SRP364989,aquatic;sea,AMPLICON,2021-11-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18024499,SRP364989,aquatic;sea,AMPLICON,2021-10-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18024498,SRP364989,aquatic;sea,AMPLICON,2021-09-01,45.7005556,13.70999999,NA,Trieste_time_series
SRS18024497,SRP364989,aquatic;sea,AMPLICON,2021-08-01,45.7005556,13.70999999,NA,Trieste_time_series
ERS14837208,ERP145943,aquatic;sea,AMPLICON,2018-10-11,45.54875,13.5507,1,Trieste_time_series
ERS14837210,ERP145943,aquatic;sea,AMPLICON,2019-01-28,45.54875,13.5507,21,Trieste_time_series
ERS14837211,ERP145943,aquatic;sea,AMPLICON,2019-12-17,45.54875,13.5507,21,Trieste_time_series
ERS14837212,ERP145943,aquatic;sea,AMPLICON,2020-08-20,45.54875,13.5507,1,Trieste_time_series
ERS14837216,ERP145943,aquatic;sea,AMPLICON,2021-05-18,45.54875,13.5507,5,Trieste_time_series
ERS14837218,ERP145943,aquatic;sea,AMPLICON,2021-10-04,45.54875,13.5507,10,Trieste_time_series
ERS14837226,ERP145943,aquatic;sea,AMPLICON,2021-02-16,45.54875,13.5507,1,Trieste_time_series
ERS14837227,ERP145943,aquatic;sea,AMPLICON,2021-10-14,45.54875,13.5507,1,Trieste_time_series
ERS14837228,ERP145943,aquatic;sea,AMPLICON,2021-06-15,45.54875,13.5507,5,Trieste_time_series
ERS14837229,ERP145943,aquatic;sea,AMPLICON,2021-02-16,45.54875,13.5507,10,Trieste_time_series
ERS14837232,ERP145943,aquatic;sea,AMPLICON,2018-12-19,45.54875,13.5507,1,Trieste_time_series
ERS14837233,ERP145943,aquatic;sea,AMPLICON,2019-06-13,45.54875,13.5507,1,Trieste_time_series
ERS14837236,ERP145943,aquatic;sea,AMPLICON,2020-12-21,45.54875,13.5507,1,Trieste_time_series
ERS14837238,ERP145943,aquatic;sea,AMPLICON,2021-03-16,45.54875,13.5507,1,Trieste_time_series
ERS14837241,ERP145943,aquatic;sea,AMPLICON,2021-03-16,45.54875,13.5507,10,Trieste_time_series
ERS14837242,ERP145943,aquatic;sea,AMPLICON,2021-12-02,45.54875,13.5507,10,Trieste_time_series
ERS14837243,ERP145943,aquatic;sea,AMPLICON,2021-07-13,45.54875,13.5507,15,Trieste_time_series
ERS14837245,ERP145943,aquatic;sea,AMPLICON,2019-07-11,45.54875,13.5507,1,Trieste_time_series
ERS14837249,ERP145943,aquatic;sea,AMPLICON,2020-06-22,45.54875,13.5507,21,Trieste_time_series
ERS14837250,ERP145943,aquatic;sea,AMPLICON,2021-04-22,45.54875,13.5507,1,Trieste_time_series
ERS14837252,ERP145943,aquatic;sea,AMPLICON,2021-08-10,45.54875,13.5507,5,Trieste_time_series
ERS14837253,ERP145943,aquatic;sea,AMPLICON,2021-04-22,45.54875,13.5507,10,Trieste_time_series
ERS14837254,ERP145943,aquatic;sea,AMPLICON,2021-12-14,45.54875,13.5507,10,Trieste_time_series
ERS14837255,ERP145943,aquatic;sea,AMPLICON,2021-08-10,45.54875,13.5507,15,Trieste_time_series
ERS14837258,ERP145943,aquatic;sea,AMPLICON,2019-06-13,45.54875,13.5507,21,Trieste_time_series
ERS14837260,ERP145943,aquatic;sea,AMPLICON,2020-11-26,45.54875,13.5507,1,Trieste_time_series
ERS14837263,ERP145943,aquatic;sea,AMPLICON,2021-01-19,45.54875,13.5507,5,Trieste_time_series
ERS14837264,ERP145943,aquatic;sea,AMPLICON,2021-10-04,45.54875,13.5507,5,Trieste_time_series
ERS14837268,ERP145943,aquatic;sea,AMPLICON,2018-12-19,45.54875,13.5507,21,Trieste_time_series
ERS14837271,ERP145943,aquatic;sea,AMPLICON,2020-05-22,45.54875,13.5507,1,Trieste_time_series
ERS14837274,ERP145943,aquatic;sea,AMPLICON,2021-06-15,45.54875,13.5507,1,Trieste_time_series
ERS14837275,ERP145943,aquatic;sea,AMPLICON,2021-02-16,45.54875,13.5507,5,Trieste_time_series
ERS14837276,ERP145943,aquatic;sea,AMPLICON,2021-10-14,45.54875,13.5507,5,Trieste_time_series
ERS14837278,ERP145943,aquatic;sea,AMPLICON,2021-02-16,45.54875,13.5507,15,Trieste_time_series
ERS14837279,ERP145943,aquatic;sea,AMPLICON,2021-10-14,45.54875,13.5507,15,Trieste_time_series
ERS14837280,ERP145943,aquatic;sea,AMPLICON,2019-01-28,45.54875,13.5507,1,Trieste_time_series
ERS14837281,ERP145943,aquatic;sea,AMPLICON,2019-11-27,45.54875,13.5507,1,Trieste_time_series
ERS14837282,ERP145943,aquatic;sea,AMPLICON,2019-08-19,45.54875,13.5507,21,Trieste_time_series
ERS14837284,ERP145943,aquatic;sea,AMPLICON,2020-11-26,45.54875,13.5507,21,Trieste_time_series
ERS14837292,ERP145943,aquatic;sea,AMPLICON,2019-02-21,45.54875,13.5507,1,Trieste_time_series
ERS14837293,ERP145943,aquatic;sea,AMPLICON,2019-12-17,45.54875,13.5507,1,Trieste_time_series
ERS14837295,ERP145943,aquatic;sea,AMPLICON,2020-07-23,45.54875,13.5507,1,Trieste_time_series
ERS14837296,ERP145943,aquatic;sea,AMPLICON,2020-01-31,45.54875,13.5507,21,Trieste_time_series
ERS14837303,ERP145943,aquatic;sea,AMPLICON,2021-12-14,45.54875,13.5507,15,Trieste_time_series
ERS14837304,ERP145943,aquatic;sea,AMPLICON,2021-02-16,45.54875,13.5507,21,Trieste_time_series
ERS14837305,ERP145943,aquatic;sea,AMPLICON,2021-05-18,45.54875,13.5507,21,Trieste_time_series
ERS14837308,ERP145943,aquatic;sea,AMPLICON,2021-06-15,45.54875,13.5507,21,Trieste_time_series
ERS14837310,ERP145943,aquatic;sea,AMPLICON,2021-08-10,45.54875,13.5507,21,Trieste_time_series
ERS14837312,ERP145943,aquatic;sea,AMPLICON,2021-10-14,45.54875,13.5507,21,Trieste_time_series
ERS14837314,ERP145943,aquatic;sea,AMPLICON,2021-01-19,45.54875,13.5507,21,Trieste_time_series
ERS14837209,ERP145943,aquatic;sea,AMPLICON,2019-04-18,45.54875,13.5507,1,Trieste_time_series
ERS14837213,ERP145943,aquatic;sea,AMPLICON,2020-02-12,45.54875,13.5507,21,Trieste_time_series
ERS14837214,ERP145943,aquatic;sea,AMPLICON,2021-01-19,45.54875,13.5507,1,Trieste_time_series
ERS14837215,ERP145943,aquatic;sea,AMPLICON,2021-10-04,45.54875,13.5507,1,Trieste_time_series
ERS14837217,ERP145943,aquatic;sea,AMPLICON,2021-01-19,45.54875,13.5507,10,Trieste_time_series
ERS14837219,ERP145943,aquatic;sea,AMPLICON,2021-05-18,45.54875,13.5507,15,Trieste_time_series
ERS14837220,ERP145943,aquatic;sea,AMPLICON,2018-11-23,45.54875,13.5507,1,Trieste_time_series
ERS14837221,ERP145943,aquatic;sea,AMPLICON,2019-05-17,45.54875,13.5507,1,Trieste_time_series
ERS14837222,ERP145943,aquatic;sea,AMPLICON,2019-02-21,45.54875,13.5507,21,Trieste_time_series
ERS14837223,ERP145943,aquatic;sea,AMPLICON,2019-11-27,45.54875,13.5507,21,Trieste_time_series
ERS14837224,ERP145943,aquatic;sea,AMPLICON,2020-09-17,45.54875,13.5507,1,Trieste_time_series
ERS14837225,ERP145943,aquatic;sea,AMPLICON,2020-04-28,45.54875,13.5507,21,Trieste_time_series
ERS14837230,ERP145943,aquatic;sea,AMPLICON,2021-10-14,45.54875,13.5507,10,Trieste_time_series
ERS14837231,ERP145943,aquatic;sea,AMPLICON,2021-06-15,45.54875,13.5507,15,Trieste_time_series
ERS14837234,ERP145943,aquatic;sea,AMPLICON,2019-04-18,45.54875,13.5507,21,Trieste_time_series
ERS14837235,ERP145943,aquatic;sea,AMPLICON,2020-01-31,45.54875,13.5507,1,Trieste_time_series
ERS14837237,ERP145943,aquatic;sea,AMPLICON,2020-05-22,45.54875,13.5507,21,Trieste_time_series
ERS14837239,ERP145943,aquatic;sea,AMPLICON,2021-12-02,45.54875,13.5507,1,Trieste_time_series
ERS14837240,ERP145943,aquatic;sea,AMPLICON,2021-07-13,45.54875,13.5507,5,Trieste_time_series
ERS14837244,ERP145943,aquatic;sea,AMPLICON,2018-10-11,45.54875,13.5507,21,Trieste_time_series
ERS14837246,ERP145943,aquatic;sea,AMPLICON,2019-05-17,45.54875,13.5507,21,Trieste_time_series
ERS14837247,ERP145943,aquatic;sea,AMPLICON,2020-02-13,45.54875,13.5507,1,Trieste_time_series
ERS14837248,ERP145943,aquatic;sea,AMPLICON,2020-10-21,45.54875,13.5507,1,Trieste_time_series
ERS14837251,ERP145943,aquatic;sea,AMPLICON,2021-12-14,45.54875,13.5507,1,Trieste_time_series
ERS14837256,ERP145943,aquatic;sea,AMPLICON,2018-11-23,45.54875,13.5507,21,Trieste_time_series
ERS14837257,ERP145943,aquatic;sea,AMPLICON,2019-08-19,45.54875,13.5507,1,Trieste_time_series
ERS14837259,ERP145943,aquatic;sea,AMPLICON,2020-04-28,45.54875,13.5507,1,Trieste_time_series
ERS14837261,ERP145943,aquatic;sea,AMPLICON,2020-09-17,45.54875,13.5507,21,Trieste_time_series
ERS14837262,ERP145943,aquatic;sea,AMPLICON,2021-05-18,45.54875,13.5507,1,Trieste_time_series
ERS14837265,ERP145943,aquatic;sea,AMPLICON,2021-05-18,45.54875,13.5507,10,Trieste_time_series
ERS14837266,ERP145943,aquatic;sea,AMPLICON,2021-01-19,45.54875,13.5507,15,Trieste_time_series
ERS14837267,ERP145943,aquatic;sea,AMPLICON,2021-10-04,45.54875,13.5507,15,Trieste_time_series
ERS14837269,ERP145943,aquatic;sea,AMPLICON,2019-10-14,45.54875,13.5507,1,Trieste_time_series
ERS14837270,ERP145943,aquatic;sea,AMPLICON,2019-07-11,45.54875,13.5507,21,Trieste_time_series
ERS14837272,ERP145943,aquatic;sea,AMPLICON,2020-08-20,45.54875,13.5507,21,Trieste_time_series
ERS14837273,ERP145943,aquatic;sea,AMPLICON,2020-10-21,45.54875,13.5507,21,Trieste_time_series
ERS14837277,ERP145943,aquatic;sea,AMPLICON,2021-06-15,45.54875,13.5507,10,Trieste_time_series
ERS14837283,ERP145943,aquatic;sea,AMPLICON,2020-06-22,45.54875,13.5507,1,Trieste_time_series
ERS14837285,ERP145943,aquatic;sea,AMPLICON,2020-12-21,45.54875,13.5507,21,Trieste_time_series
ERS14837286,ERP145943,aquatic;sea,AMPLICON,2021-07-13,45.54875,13.5507,1,Trieste_time_series
ERS14837287,ERP145943,aquatic;sea,AMPLICON,2021-03-16,45.54875,13.5507,5,Trieste_time_series
ERS14837288,ERP145943,aquatic;sea,AMPLICON,2021-12-14,45.54875,13.5507,5,Trieste_time_series
ERS14837289,ERP145943,aquatic;sea,AMPLICON,2021-07-13,45.54875,13.5507,10,Trieste_time_series
ERS14837290,ERP145943,aquatic;sea,AMPLICON,2021-03-16,45.54875,13.5507,15,Trieste_time_series
ERS14837291,ERP145943,aquatic;sea,AMPLICON,2021-12-02,45.54875,13.5507,15,Trieste_time_series
ERS14837294,ERP145943,aquatic;sea,AMPLICON,2019-10-14,45.54875,13.5507,21,Trieste_time_series
ERS14837297,ERP145943,aquatic;sea,AMPLICON,2020-07-23,45.54875,13.5507,21,Trieste_time_series
ERS14837298,ERP145943,aquatic;sea,AMPLICON,2021-08-10,45.54875,13.5507,1,Trieste_time_series
ERS14837299,ERP145943,aquatic;sea,AMPLICON,2021-04-22,45.54875,13.5507,5,Trieste_time_series
ERS14837300,ERP145943,aquatic;sea,AMPLICON,2021-12-02,45.54875,13.5507,5,Trieste_time_series
ERS14837301,ERP145943,aquatic;sea,AMPLICON,2021-08-10,45.54875,13.5507,10,Trieste_time_series
ERS14837302,ERP145943,aquatic;sea,AMPLICON,2021-04-22,45.54875,13.5507,15,Trieste_time_series
ERS14837306,ERP145943,aquatic;sea,AMPLICON,2021-04-22,45.54875,13.5507,21,Trieste_time_series
ERS14837307,ERP145943,aquatic;sea,AMPLICON,2021-07-13,45.54875,13.5507,21,Trieste_time_series
ERS14837309,ERP145943,aquatic;sea,AMPLICON,2021-10-04,45.54875,13.5507,21,Trieste_time_series
ERS14837311,ERP145943,aquatic;sea,AMPLICON,2021-12-02,45.54875,13.5507,21,Trieste_time_series
ERS14837313,ERP145943,aquatic;sea,AMPLICON,2021-12-14,45.54875,13.5507,21,Trieste_time_series
ERS14837315,ERP145943,aquatic;sea,AMPLICON,2021-03-16,45.54875,13.5507,21,Trieste_time_series
ERS4649000,ERP122219,aquatic;sea,AMPLICON,2003-01-28,41.666667,2.8,NA,BBMO_long_series
ERS4649001,ERP122219,aquatic;sea,AMPLICON,2003-03-04,41.666667,2.8,NA,BBMO_long_series
ERS4649002,ERP122219,aquatic;sea,AMPLICON,2003-03-25,41.666667,2.8,NA,BBMO_long_series
ERS4649003,ERP122219,aquatic;sea,AMPLICON,2003-04-22,41.666667,2.8,NA,BBMO_long_series
ERS4649004,ERP122219,aquatic;sea,AMPLICON,2003-05-13,41.666667,2.8,NA,BBMO_long_series
ERS4649005,ERP122219,aquatic;sea,AMPLICON,2003-06-25,41.666667,2.8,NA,BBMO_long_series
ERS4649006,ERP122219,aquatic;sea,AMPLICON,2003-07-14,41.666667,2.8,NA,BBMO_long_series
ERS4649007,ERP122219,aquatic;sea,AMPLICON,2003-08-04,41.666667,2.8,NA,BBMO_long_series
ERS4649008,ERP122219,aquatic;sea,AMPLICON,2003-09-16,41.666667,2.8,NA,BBMO_long_series
ERS4649009,ERP122219,aquatic;sea,AMPLICON,2003-10-21,41.666667,2.8,NA,BBMO_long_series
ERS4649010,ERP122219,aquatic;sea,AMPLICON,2003-11-25,41.666667,2.8,NA,BBMO_long_series
ERS4649011,ERP122219,aquatic;sea,AMPLICON,2003-12-16,41.666667,2.8,NA,BBMO_long_series
ERS4649012,ERP122219,aquatic;sea,AMPLICON,2004-01-26,41.666667,2.8,NA,BBMO_long_series
ERS4649013,ERP122219,aquatic;sea,AMPLICON,2004-01-26,41.666667,2.8,NA,BBMO_long_series
ERS4649014,ERP122219,aquatic;sea,AMPLICON,2004-02-23,41.666667,2.8,NA,BBMO_long_series
ERS4649015,ERP122219,aquatic;sea,AMPLICON,2004-02-23,41.666667,2.8,NA,BBMO_long_series
ERS4649016,ERP122219,aquatic;sea,AMPLICON,2004-03-22,41.666667,2.8,NA,BBMO_long_series
ERS4649017,ERP122219,aquatic;sea,AMPLICON,2004-04-19,41.666667,2.8,NA,BBMO_long_series
ERS4649018,ERP122219,aquatic;sea,AMPLICON,2004-04-19,41.666667,2.8,NA,BBMO_long_series
ERS4649019,ERP122219,aquatic;sea,AMPLICON,2004-05-25,41.666667,2.8,NA,BBMO_long_series
ERS4649020,ERP122219,aquatic;sea,AMPLICON,2004-05-25,41.666667,2.8,NA,BBMO_long_series
ERS4649021,ERP122219,aquatic;sea,AMPLICON,2004-06-28,41.666667,2.8,NA,BBMO_long_series
ERS4649022,ERP122219,aquatic;sea,AMPLICON,2004-06-28,41.666667,2.8,NA,BBMO_long_series
ERS4649023,ERP122219,aquatic;sea,AMPLICON,2004-07-19,41.666667,2.8,NA,BBMO_long_series
ERS4649024,ERP122219,aquatic;sea,AMPLICON,2004-07-19,41.666667,2.8,NA,BBMO_long_series
ERS4649025,ERP122219,aquatic;sea,AMPLICON,2004-08-31,41.666667,2.8,NA,BBMO_long_series
ERS4649026,ERP122219,aquatic;sea,AMPLICON,2004-08-31,41.666667,2.8,NA,BBMO_long_series
ERS4649027,ERP122219,aquatic;sea,AMPLICON,2004-09-29,41.666667,2.8,NA,BBMO_long_series
ERS4649028,ERP122219,aquatic;sea,AMPLICON,2004-09-29,41.666667,2.8,NA,BBMO_long_series
ERS4649029,ERP122219,aquatic;sea,AMPLICON,2004-10-19,41.666667,2.8,NA,BBMO_long_series
ERS4649030,ERP122219,aquatic;sea,AMPLICON,2004-10-19,41.666667,2.8,NA,BBMO_long_series
ERS4649031,ERP122219,aquatic;sea,AMPLICON,2004-11-16,41.666667,2.8,NA,BBMO_long_series
ERS4649032,ERP122219,aquatic;sea,AMPLICON,2004-11-16,41.666667,2.8,NA,BBMO_long_series
ERS4649033,ERP122219,aquatic;sea,AMPLICON,2004-12-14,41.666667,2.8,NA,BBMO_long_series
ERS4649034,ERP122219,aquatic;sea,AMPLICON,2004-12-14,41.666667,2.8,NA,BBMO_long_series
ERS4649035,ERP122219,aquatic;sea,AMPLICON,2005-01-20,41.666667,2.8,NA,BBMO_long_series
ERS4649036,ERP122219,aquatic;sea,AMPLICON,2005-01-20,41.666667,2.8,NA,BBMO_long_series
ERS4649037,ERP122219,aquatic;sea,AMPLICON,2005-02-15,41.666667,2.8,NA,BBMO_long_series
ERS4649038,ERP122219,aquatic;sea,AMPLICON,2005-03-09,41.666667,2.8,NA,BBMO_long_series
ERS4649039,ERP122219,aquatic;sea,AMPLICON,2005-03-09,41.666667,2.8,NA,BBMO_long_series
ERS4649040,ERP122219,aquatic;sea,AMPLICON,2005-04-13,41.666667,2.8,NA,BBMO_long_series
ERS4649041,ERP122219,aquatic;sea,AMPLICON,2005-04-13,41.666667,2.8,NA,BBMO_long_series
ERS4649042,ERP122219,aquatic;sea,AMPLICON,2005-05-10,41.666667,2.8,NA,BBMO_long_series
ERS4649043,ERP122219,aquatic;sea,AMPLICON,2005-06-07,41.666667,2.8,NA,BBMO_long_series
ERS4649044,ERP122219,aquatic;sea,AMPLICON,2005-06-07,41.666667,2.8,NA,BBMO_long_series
ERS4649045,ERP122219,aquatic;sea,AMPLICON,2005-07-05,41.666667,2.8,NA,BBMO_long_series
ERS4649046,ERP122219,aquatic;sea,AMPLICON,2005-07-05,41.666667,2.8,NA,BBMO_long_series
ERS4649047,ERP122219,aquatic;sea,AMPLICON,2005-08-03,41.666667,2.8,NA,BBMO_long_series
ERS4649048,ERP122219,aquatic;sea,AMPLICON,2005-08-03,41.666667,2.8,NA,BBMO_long_series
ERS4649049,ERP122219,aquatic;sea,AMPLICON,2005-09-13,41.666667,2.8,NA,BBMO_long_series
ERS4649050,ERP122219,aquatic;sea,AMPLICON,2005-09-13,41.666667,2.8,NA,BBMO_long_series
ERS4649051,ERP122219,aquatic;sea,AMPLICON,2005-10-04,41.666667,2.8,NA,BBMO_long_series
ERS4649052,ERP122219,aquatic;sea,AMPLICON,2005-10-04,41.666667,2.8,NA,BBMO_long_series
ERS4649053,ERP122219,aquatic;sea,AMPLICON,2005-11-08,41.666667,2.8,NA,BBMO_long_series
ERS4649054,ERP122219,aquatic;sea,AMPLICON,2005-11-08,41.666667,2.8,NA,BBMO_long_series
ERS4649055,ERP122219,aquatic;sea,AMPLICON,2005-12-13,41.666667,2.8,NA,BBMO_long_series
ERS4649056,ERP122219,aquatic;sea,AMPLICON,2005-12-13,41.666667,2.8,NA,BBMO_long_series
ERS4649057,ERP122219,aquatic;sea,AMPLICON,2006-01-11,41.666667,2.8,NA,BBMO_long_series
ERS4649058,ERP122219,aquatic;sea,AMPLICON,2006-01-11,41.666667,2.8,NA,BBMO_long_series
