y,January,February,March,April,May,June,July,August,September,October,November,December,clade,stat_type
62.5,46.877786568866,47.7044078163803,39.9885680597472,49.6927152742093,61.2671884606151,74.6342407803787,78.6237597365129,84.2844799593875,84.1193856289512,92.1209914458426,72.110749168145,59.2993674642161,phylum_Bacteroidota,mean
62.5,36.3267773704174,37.8755458998207,34.4519908699733,43.0878270951569,27.7852193477034,15.6077714512153,12.9667057288948,13.0338610067544,13.1513461353987,13.8065294508158,16.6562379356567,31.0120792726918,phylum_Bacteroidota,sd
62.5,0.0677665576807493,0.0614119949795407,0.0594406170010763,0.0820127632131947,0.0836018390261176,0.0517021157673107,0.0230161551886244,0.0363778953112686,0.0682885617363928,0.0862857413216261,0.0656826833520379,0.0712035780882855,phylum_Chlamydiota,mean
62.5,0.032721956639312,0.0302186952490956,0.0358311486328049,0.0555840791303628,0.0521895412222025,0.039456174124803,0.0196785990776049,0.0259111650748487,0.0364173679170688,0.0617436863777093,0.0319147697512652,0.0355162143776454,phylum_Chlamydiota,sd
62.5,25.8015728068764,26.6874648530997,23.4467203006364,23.9793074733357,20.1452233560932,19.2221602668937,18.3727115829858,22.5120051221363,27.6261775141822,36.5812863521239,34.7934846896855,29.3037774764168,phylum_Cyanobacteriota,mean
62.5,34.6861154936903,34.6265616613621,35.116287193625,36.1830489668061,35.5229478039454,35.4900008454287,34.2537050162291,34.0042938131584,33.9782437043415,34.8735147002847,33.9568683229913,34.7837914471592,phylum_Cyanobacteriota,sd
62.5,1.08560910124935,0.984920168445004,0.751725181668237,0.710492008028086,0.633005064667975,0.728659853211062,0.602094064240526,0.899971868025482,1.28497876989606,1.92451893002481,1.75331367484637,1.51468682402598,phylum_Desulfobacterota_D,mean
62.5,1.00894458402295,0.934443968695051,0.729514757867157,0.983110590891082,0.633035658626274,0.646485694361171,0.480178979291515,0.57043706245914,0.634949532695332,0.773221531665256,0.703140556710068,0.75978825702034,phylum_Desulfobacterota_D,sd
62.5,0.245936518481099,0.25941409134355,0.283576349139606,0.297053986807403,0.350283858128578,0.294292788778579,0.274360807195894,0.26571432718468,0.297147547036998,0.320159942203348,0.22113514396264,0.234237689257747,phylum_Fibrobacterota,mean
62.5,0.0725829686554956,0.0862506398014714,0.10342717455464,0.114466559372575,0.14353129530258,0.151018136768412,0.112028331611762,0.105625993972638,0.106208643821208,0.138166399910377,0.0853526365848343,0.0742553477133457,phylum_Fibrobacterota,sd
62.5,19.4854442813336,19.0488597483717,17.9981521748196,14.6035006728544,10.3872063398827,8.67909747606211,7.84573886499275,10.8922745791777,16.2262021873146,18.6735188165484,18.7900865688479,19.483107615152,phylum_Marinisomatota,mean
62.5,16.0074090816264,16.0204528724424,16.3053574272789,14.9410487602855,9.36007688243792,6.83373315934557,5.64810662829358,6.92420269628079,8.41571095765227,10.0423895630768,10.3526129759804,12.6409460075266,phylum_Marinisomatota,sd
62.5,0.907982185560155,0.918137157683285,0.908579484639248,0.912170264786804,0.616475564109453,0.332038734456779,0.308631900495241,0.399230970927767,0.497968643079829,0.496505052116449,0.502385742653554,0.695917623527266,phylum_Myxococcota,mean
62.5,0.797125312660565,0.910532428780899,0.992763110467336,1.11349732927568,0.667036262742704,0.409952742313386,0.362850666219308,0.429966275093473,0.503831748056569,0.407017260459255,0.43583268836192,0.594871752383042,phylum_Myxococcota,sd
62.5,388.32128899617,393.93840917192,373.045782705534,347.158053029618,292.324766736105,282.808514301597,281.07681218169,298.75647785695,319.009520119468,361.024775403424,389.976365480925,394.486480173155,phylum_Pseudomonadota,mean
62.5,207.817160827365,211.208185271175,221.05552264206,211.444801909131,170.240311787591,146.508076699854,140.574657817037,130.865032574715,124.961294227416,116.286042558771,124.984995427927,168.332465188864,phylum_Pseudomonadota,sd
62.5,2.99860869866511,3.06250206898702,3.08979921956412,2.85760466450531,1.87298549841354,1.54474643961723,1.45098245067792,1.94465561635596,2.41515133450249,2.36902224206072,2.55426841105678,2.79764335131959,phylum_SAR324,mean
62.5,2.25095004025884,2.29398280153185,2.33507892111715,2.03122796731064,1.33429754752464,0.840446373733369,0.825292146094923,1.03303667671899,1.1215180531353,1.19004804265683,1.45536828150607,1.7884557796936,phylum_SAR324,sd
62.5,23.6160899391823,22.8505112032766,23.2641673953411,19.9555780178655,18.4963299995942,16.3907224486803,15.9874622737793,20.1085468751395,26.542361752349,23.344704844957,20.2474022128832,22.7572201990114,phylum_Thermoplasmatota,mean
62.5,19.0328392267401,19.6974905935154,20.892707128591,20.3431133701436,15.3574137132564,8.83970071015977,8.57260897634167,9.19714960138749,10.4742442009527,11.8773093292786,10.239810337541,14.3608028186356,phylum_Thermoplasmatota,sd
62.5,7.83829975889898,8.10686718715925,9.25163955525618,8.78826336281909,6.97113976324582,4.46937095586929,3.17687763587343,3.63873046299998,4.30091014097919,3.90685393546071,4.3965206764196,5.89566033186979,phylum_Thermoproteota,mean
62.5,6.60796295227903,7.6052056229727,8.11471542329568,7.46948134234236,4.71556470301304,1.85372511798757,1.32130983608404,1.0980670164764,1.34667187445758,1.82891443915263,2.60410992834873,4.23793788406136,phylum_Thermoproteota,sd
63.5,12.3321217049736,11.9551143721633,11.6356614679123,10.9969158210121,8.56585031020788,7.16994007516154,7.7438090060128,9.9895375866301,12.8063029351671,12.5985361233609,11.899637572556,12.549778777352,class_Acidimicrobiia,mean
63.5,9.22391839836686,9.48091441114892,10.1290799078267,10.4396380076366,6.80712112510091,5.37476865974951,5.37435881638507,5.68821163842021,5.95692996243793,6.38092659315632,5.99759098616963,7.14193760465828,class_Acidimicrobiia,sd
63.5,210.360831067764,209.301453690359,195.3472683785,172.932958394491,127.454043805982,126.045153240987,123.491417276205,137.143832068731,159.500883925004,210.754403271888,220.867141597228,217.187692000909,class_Alphaproteobacteria,mean
63.5,151.415397807089,153.765506522044,156.796767713347,150.29809997073,106.864086236842,95.1890540629689,91.0660835587332,88.4781337690575,86.6236097861425,94.3741879074418,105.075114716014,129.681062042502,class_Alphaproteobacteria,sd
63.5,52.528177834068,53.2476625784593,47.183471044302,52.3807324220453,65.3480015390686,75.7786858613151,78.45132188797,83.5414720535279,84.0722120176043,93.273779460362,77.146198891231,66.3056792058264,class_Bacteroidia,mean
63.5,35.2558968850268,35.8600327129984,31.8978219400456,38.6997393536286,23.6440151447254,11.7970228389208,15.2548172433679,13.5874134440923,12.7134535310403,14.8337908086298,14.7022475114525,27.4507856269523,class_Bacteroidia,sd
63.5,0.0714096212130971,0.0661889794169526,0.0644609731495647,0.0943974735680968,0.0966378294643281,0.060970966424793,0.0331258071554995,0.0470439914846793,0.072383048672096,0.0898384750394949,0.0693201569243268,0.0742346968718006,class_Chlamydiia,mean
63.5,0.0360676348723226,0.0342486589104028,0.036506582653116,0.0637735252702761,0.0651661413750146,0.0472744971345979,0.0305829162854546,0.0350853674415155,0.0384686085996138,0.0559906889901183,0.0361577605280509,0.0412556969076685,class_Chlamydiia,sd
63.5,14.4643780641471,13.7220148916241,8.03630476166095,8.39685035264918,5.11297780319339,3.32472210905404,4.71388631568601,9.28014323115704,15.4488903141164,30.2057343047893,28.1288644761273,20.2950831816798,class_Cyanobacteriia,mean
63.5,16.642094389737,15.4988350117374,10.5587861270129,18.7309077944644,9.96968153497807,5.67695251489881,6.05132905449455,9.89938166459843,14.7169005622417,25.395388670326,21.9464747565494,20.1116224047848,class_Cyanobacteriia,sd
63.5,0.243967386462859,0.241477454501603,0.286605638010161,0.327226762202169,0.357113646758454,0.267486894308989,0.258894866172756,0.265351592424725,0.326206810910787,0.305959060205413,0.231913710372256,0.243534081376025,class_Fibrobacteria,mean
63.5,0.0733805319753079,0.084613832126518,0.114457314139828,0.133729472321766,0.138315745434235,0.138801897563612,0.116810616993211,0.116199725836042,0.118056750228955,0.1277616481265,0.0707519058762905,0.0761601166784575,class_Fibrobacteria,sd
63.5,71.7213512280504,70.4507645987187,63.7143654905473,67.0355293746506,80.5533409905434,87.8887411172049,86.7323701586042,94.4064999839238,103.014947607858,111.157512171609,103.254771445138,95.4392859431676,class_Gammaproteobacteria,mean
63.5,42.4096962506729,42.0694292872445,37.672621580271,39.3134923330169,20.7324710816965,19.7595772530566,18.5093627345719,16.3056883827149,14.692989409289,17.8398711712146,15.9962058563538,24.3139802813217,class_Gammaproteobacteria,sd
63.5,18.2042350356563,17.9418601019228,16.8523180733348,14.248235529761,9.64825323948903,7.60259898125194,6.9968573646227,9.77797127505765,15.0148748702463,17.3895120657422,17.6616305952493,18.4266656415697,class_Marinisomatia,mean
63.5,14.9793682756626,14.9729435317047,15.3424339424051,13.2818121787221,8.10941442856881,5.88219484386251,5.18683327728868,6.63284741083464,8.25827742558671,9.38354731109997,9.93886405125922,11.1483548926944,class_Marinisomatia,sd
63.5,6.88151744530315,6.98014196964413,8.21145903468132,8.03922515441331,6.15176736499937,4.20239893893756,3.16043611207179,3.52633626159458,4.14946739818014,3.45710965009051,3.80754785738708,5.04475165610867,class_Nitrososphaeria,mean
63.5,6.30943005987473,7.1610857239701,7.94735831751106,6.49340687323774,4.12862053435758,2.07212297667525,1.31014270540738,1.17436330401641,1.28999938878177,1.55182840787763,2.18389060170329,3.43191742121753,class_Nitrososphaeria,sd
63.5,21.5586780821865,21.3062221674005,21.7918043678351,20.0458073892684,17.8973719140506,15.2925883561692,15.3686611659647,18.6991893079957,25.3526969250327,21.3988974096254,20.8838894370101,21.7092114399387,class_Poseidoniia,mean
63.5,16.5268776477169,16.8968151941353,18.1888203265171,17.6955918809907,12.8638709018211,8.7096673796379,9.00381400952263,9.62395176081051,11.1035259671199,9.89221561696104,9.25764763405946,12.1040454940953,class_Poseidoniia,sd
63.5,2.80404180734352,2.79878787793751,2.86756989698325,2.71858455569616,1.8088426782545,1.49867270946503,1.43802663430039,1.85672757164908,2.32424488010151,2.33570495192228,2.4225219432371,2.64688339222755,class_SAR324,mean
63.5,2.12718635858663,2.15980786600751,2.21502864529172,1.74528133161152,1.21763753844678,0.851788502452736,0.856388419951539,1.0626052788623,1.1226735978556,1.18559738812578,1.37735217922451,1.61355376793868,class_SAR324,sd
63.5,1.1535588415446,1.0476133229517,0.851944072130136,0.773854906152701,0.596413602994622,0.612979583922341,0.553138873521239,0.771774814383326,1.19332600763841,1.89261089660859,1.80351840649598,1.64747866814424,class_UBA1144,mean
63.5,0.966115850848788,0.86917404372931,0.720381466316191,1.17689856585078,0.496448304323148,0.563399293692935,0.460081981630572,0.567446167986727,0.673662213926815,0.795818184423159,0.730751309935999,0.71325165023091,class_UBA1144,sd
63.5,0.0477428370778528,0.0487501667243071,0.0352967836262958,0.0767031632152949,0.0491666839776995,0.0224835716849598,0.021992496901917,0.0310594475880706,0.029714279542594,0.0393294789848057,0.0380393439209729,0.0475206597378461,class_UBA4151,mean
63.5,0.085533435191303,0.0880717260502884,0.0720835096571613,0.307458963901942,0.111164248687587,0.0616055287001254,0.0416507946515124,0.0483910543623408,0.0521172472189228,0.0638957948413267,0.0543828375754367,0.081990256237939,class_UBA4151,sd
63.5,0.182132757905472,0.17305335771359,0.271865297584528,0.378804494290879,0.359555050674826,0.33074209784195,0.234355206325584,0.243353015371332,0.253325473197037,0.268403007858433,0.168115904642928,0.169993250716943,class_UBA796,mean
63.5,0.238759796084495,0.240899151246584,0.304356324254478,0.383333980703753,0.26119049464846,0.219558884024447,0.232582923643052,0.212245046510824,0.196822050847778,0.204223125392175,0.187341393140183,0.188847432786781,class_UBA796,sd
63.5,0.0322529173631587,0.0306640828307025,0.0300980299569199,0.0318513518264185,0.0146852961693921,0.0135483422270946,0.010848206550131,0.00876906560355565,0.00951404111157813,0.0203597915915002,0.0227698325801333,0.0262114464559931,class_XYA12-FULL-58-9,mean
63.5,0.0548066534451698,0.050546191900814,0.0534099441150783,0.121309614146274,0.0371860223911358,0.0285139020306898,0.0304571278249383,0.0371149658873345,0.0364474286920141,0.0468066010566647,0.0413148024737106,0.0466383151109053,class_XYA12-FULL-58-9,sd
63.5,24.5538202773939,24.6388479873758,25.9063169050623,25.6390533203093,23.1318619394921,19.5761815598048,17.8927304150417,22.2815058378689,31.0841083732168,25.9595208045542,23.2427065011699,25.0157154206958,domain_Archaea,mean
63.5,19.8241613752241,20.2886284259668,21.9477101839377,21.2224752653374,16.8150338151179,12.4663055364017,11.2935096613281,12.8880022224382,14.7816831392909,14.1808314331372,12.6059282795348,14.6368288500854,domain_Archaea,sd
63.5,396.111861721107,393.647435071809,369.060744910496,356.091867114157,293.871087019955,298.322406435673,305.30935087187,349.87859174524,402.607484639032,457.998165505954,444.699442101206,425.623426451513,domain_Bacteria,mean
63.5,243.615314196502,241.670882649694,242.696600011897,220.405306232224,145.870964113594,117.448849632655,117.013811931128,113.772891002175,122.009486374868,147.146322882191,159.138787042419,192.132792783582,domain_Bacteria,sd
63.5,19.1481745993319,18.2855610382078,17.5326869548884,17.1035554509025,13.6412955403009,10.4361547233184,10.4289191517021,12.747187498285,15.9810374770593,16.494347076118,16.4233734493171,18.526050453532,phylum_Actinomycetota,mean
63.5,10.0553348800304,10.3711145425721,10.9264483990364,12.7977936819491,7.99339774470828,6.10551761648841,6.3830606298318,6.64413073547906,7.38966752382814,7.09002062089611,6.29362665939347,8.42073656809612,phylum_Actinomycetota,sd
63.5,53.2194082532291,53.8433224153519,47.6301398628099,52.9475781582935,65.7863898795843,75.9720884622847,78.8662923186166,83.9527041190011,84.4549070303781,93.8796981593541,77.6781061254229,67.1463609358668,phylum_Bacteroidota,mean
63.5,35.2656914849687,35.8700348549398,31.9259413161771,38.8604446047282,23.399655008783,12.1297709044048,15.6930325126003,13.9111213407489,12.9723055456747,15.2570244299951,14.8976897854791,27.3889499268542,phylum_Bacteroidota,sd
63.5,0.0714096212130971,0.0661889794169526,0.0644609731495647,0.0943974735680968,0.0966378294643281,0.060970966424793,0.0331258071554995,0.0470439914846793,0.072383048672096,0.0898384750394949,0.0693201569243268,0.0742346968718006,phylum_Chlamydiota,mean
63.5,0.0360676348723226,0.0342486589104028,0.036506582653116,0.0637735252702761,0.0651661413750146,0.0472744971345979,0.0305829162854546,0.0350853674415155,0.0384686085996138,0.0559906889901183,0.0361577605280509,0.0412556969076685,phylum_Chlamydiota,sd
63.5,26.9731414302529,26.4162015457494,23.8670403220377,23.7805585014639,20.0624452075958,18.5944463635108,18.0094250756013,21.7963911393301,26.5417649645635,37.3127273653725,35.7327227782948,30.6388456217072,phylum_Cyanobacteriota,mean
63.5,34.7135566588504,34.4603956606953,35.0939581236793,36.777617125161,35.6241414610143,35.1847189286358,34.321394988948,34.0900096755608,33.6714682896308,35.5235948666967,34.1446517552503,34.7326390689376,phylum_Cyanobacteriota,sd
63.5,1.1535588415446,1.0476133229517,0.851944072130136,0.773854906152701,0.596413602994622,0.612979583922341,0.553138873521239,0.771774814383326,1.19332600763841,1.89261089660859,1.80351840649598,1.64747866814424,phylum_Desulfobacterota_D,mean
63.5,0.966115850848788,0.86917404372931,0.720381466316191,1.17689856585078,0.496448304323148,0.563399293692935,0.460081981630572,0.567446167986727,0.673662213926815,0.795818184423159,0.730751309935999,0.71325165023091,phylum_Desulfobacterota_D,sd
63.5,0.243967386462859,0.241477454501603,0.286605638010161,0.327226762202169,0.357113646758454,0.267486894308989,0.258894866172756,0.265351592424725,0.326206810910787,0.305959060205413,0.231913710372256,0.243534081376025,phylum_Fibrobacterota,mean
63.5,0.0733805319753079,0.084613832126518,0.114457314139828,0.133729472321766,0.138315745434235,0.138801897563612,0.116810616993211,0.116199725836042,0.118056750228955,0.1277616481265,0.0707519058762905,0.0761601166784575,phylum_Fibrobacterota,sd
63.5,18.279083935939,17.8029724615333,16.8369496769684,14.1993167654771,10.0768213070384,7.82605883765966,7.1946793984053,10.0679926613219,15.3223285472499,17.619434497713,18.5069752856065,18.7524717732452,phylum_Marinisomatota,mean
63.5,14.8464597846951,14.6458528482219,14.9622869300577,13.2819847733592,8.26426141514658,6.19173871575936,5.39209034891703,6.69338199989924,8.10759089647281,9.43671651836144,9.66147037700325,11.1736581213589,phylum_Marinisomatota,sd
63.5,0.785658125730337,0.803547832001433,0.809091644656534,0.809384552315903,0.537100164335044,0.361745880707029,0.340951782158837,0.422671563595104,0.508918278355919,0.482984842902744,0.490534710587956,0.621935200969289,phylum_Myxococcota,mean
63.5,0.751704125902904,0.860385499911242,0.972336681586928,1.13177674659467,0.568190668581009,0.372063731446135,0.420488321028511,0.513478559672603,0.586366453612155,0.426333832684628,0.435694358124936,0.559053705995022,phylum_Myxococcota,sd
63.5,374.965603249329,377.043625277877,358.588391077178,333.833367723908,281.706352261049,274.056036146669,268.802450356909,286.241889459746,310.397332260013,359.117579316071,381.082189460482,384.129670548609,phylum_Pseudomonadota,mean
63.5,194.589922683885,194.757033499197,205.681092044489,195.97385514949,162.750333622318,146.016701692478,147.081617515689,136.004118313532,127.19463671104,116.952279184208,114.940912286698,148.053539650096,phylum_Pseudomonadota,sd
63.5,2.80404180734352,2.79878787793751,2.86756989698325,2.71858455569616,1.8088426782545,1.49867270946503,1.43802663430039,1.85672757164908,2.32424488010151,2.33570495192228,2.4225219432371,2.64688339222755,phylum_SAR324,mean
63.5,2.12718635858663,2.15980786600751,2.21502864529172,1.74528133161152,1.21763753844678,0.851788502452736,0.856388419951539,1.0626052788623,1.1226735978556,1.18559738812578,1.37735217922451,1.61355376793868,phylum_SAR324,sd
63.5,21.5251695449118,21.0428433597686,21.723359702853,19.9662394607577,17.7274094299977,15.4582731468905,15.4171797383456,19.1229524320621,25.8652016961433,21.2756829840832,20.3692817094798,21.7735187130306,phylum_Thermoplasmatota,mean
63.5,17.3865205622772,17.8045693468933,18.849612637829,18.3115396865026,12.985046308546,8.802531656921,8.9354276416674,9.5316863565333,10.815686500104,10.331348113039,9.72784484114423,12.4705919903325,phylum_Thermoplasmatota,sd
63.5,6.86367634860888,6.96079910031841,8.1929808515807,8.02852114137506,6.15957540268079,4.20090516915279,3.15135983054837,3.52155324432822,4.15326745018718,3.44018494926925,3.79915425071936,5.02672174533918,phylum_Thermoproteota,mean
63.5,6.31807165504249,7.16856705606709,7.95353398647542,6.49871411119363,4.13430949780348,2.08967858255842,1.315699061466,1.1830183227157,1.29575317651531,1.54074723525153,2.19660161240787,3.44366870985629,phylum_Thermoproteota,sd
64.5,11.2637793229281,11.1884500612759,10.6854159204426,10.3173044132671,7.39531308273065,6.05801573398175,7.00086209574865,8.98841393278404,11.755679177363,11.6128729577092,11.1711502620668,11.7433744187512,class_Acidimicrobiia,mean
64.5,8.34533176166446,8.49893228371404,9.37377218133796,9.99667298975935,6.01148456801502,5.25035887784871,5.20744189190562,5.65546140808784,6.02993806111434,5.79610447555644,5.80462854156303,6.74026373397972,class_Acidimicrobiia,sd
64.5,199.419902155277,198.1505214568,183.272704065275,163.166907555452,116.097287418462,114.100388689159,115.685478498715,125.035341629183,144.212322364925,195.895698919593,205.259119460777,205.706508667699,class_Alphaproteobacteria,mean
64.5,141.393437145373,142.030161887825,146.904659823823,141.093386288285,99.7848263976623,94.9257857261132,94.1085540189433,91.3656192308343,87.2098421126451,96.189550062236,102.632790712502,122.625634742152,class_Alphaproteobacteria,sd
64.5,56.0098437228889,56.9792399618662,51.4152122521039,54.8639239898685,70.5234286532258,74.7965424566558,76.304544951699,80.5162606701707,83.5240473718354,92.18280136224,79.5216553601352,71.9828439351284,class_Bacteroidia,mean
64.5,32.922563899299,33.3757002671422,30.8708815757958,37.3475606387435,19.1402742875136,10.8596974464521,12.3607206284893,14.5134341699939,12.3527319170588,16.1603942276365,12.8861170130607,22.5847316273698,class_Bacteroidia,sd
64.5,0.0752390835585891,0.0700748991198259,0.071455758057577,0.111332926327701,0.118992993156567,0.0672581527514426,0.0379733940948702,0.0531488718450419,0.0750379290205963,0.0831975925258699,0.06983449630912,0.0744836239803893,class_Chlamydiia,mean
64.5,0.0346473724747674,0.0340833556516861,0.0358115245711889,0.069999387778254,0.0779496455324421,0.0617553340091649,0.0343974521492466,0.0396714351136928,0.042255933255602,0.0437121297927748,0.0330596487705954,0.0366105464535435,class_Chlamydiia,sd
64.5,14.8359966423626,13.2170133477547,7.88773531432386,8.17353236881847,4.35082877029599,3.06672466351754,4.56285592527834,8.98057020205365,14.191268886019,28.2125778100858,26.8833185071972,20.8622011608247,class_Cyanobacteriia,mean
64.5,17.1823715268102,15.0742381164697,10.6213459637129,20.7725448094004,7.65016693193081,4.68180489435979,5.58756454262406,9.7854027033601,13.7305414901452,23.1837638521272,21.8635839641484,20.0785180311308,class_Cyanobacteriia,sd
64.5,0.262468047327164,0.262411009915399,0.296266621249643,0.346738430829437,0.348015621942327,0.278115112342956,0.29255125036068,0.319497463138153,0.358095233080288,0.310176534442739,0.264951438747459,0.263204321299087,class_Fibrobacteria,mean
64.5,0.081203000803456,0.0948001952638428,0.117711531133086,0.132352191518112,0.134558943986762,0.13839021846297,0.122498609148832,0.142297306505216,0.142310376080094,0.139955240279306,0.0928900546585134,0.0911102118783387,class_Fibrobacteria,sd
64.5,76.0910895406974,75.6552682234031,68.3689035328952,70.1731904392893,84.7238822214531,85.0427132173018,83.3612337401419,90.4578596750895,100.789300392613,108.303360944806,102.350943311056,99.0604560216268,class_Gammaproteobacteria,mean
64.5,38.6089108172953,38.3016373555283,35.5654362634921,35.4267417389806,18.2287564180839,17.5870675214948,15.7064295627487,15.77323109245,12.9462635302939,16.0404416390724,15.5531408289082,20.4245223315063,class_Gammaproteobacteria,sd
64.5,17.4065706382932,17.2871413532863,16.4637292184528,13.7240795088565,8.85709322975335,6.56662320568223,6.48761022780443,8.86696046874179,14.0655356064347,16.5184922987934,17.2110360086952,17.4583281978034,class_Marinisomatia,mean
64.5,13.6954304973614,13.4965362310389,14.0618572332225,12.2326243955216,7.05331900827968,5.38362455329593,4.94807413975608,6.29136860240682,8.00616034650533,8.82242563346658,9.42968552472212,10.0521761250034,class_Marinisomatia,sd
64.5,6.4128305146132,6.45908721956751,7.71202687369601,7.64682455366816,5.65091901353626,4.01867080917864,3.09093944460831,3.46289844519148,3.9705742815453,3.21533915015182,3.42199156013778,4.53057437575795,class_Nitrososphaeria,mean
64.5,5.88003635531875,6.41381794891521,7.80220132290307,5.65814097082539,3.34674183805897,1.9431732032471,1.20346916064911,1.14330371062364,1.27600606982783,1.49491620762229,1.7410024078281,2.67159383862919,class_Nitrososphaeria,sd
64.5,20.9773058398693,21.1994717242695,22.2061676161909,20.1356026902513,16.6564263772257,14.2335813726195,15.2215960527337,18.1760632246182,24.5536308481389,20.6715281285684,21.1437723400128,21.4855551484361,class_Poseidoniia,mean
64.5,15.0126550942335,15.19563713246,16.6825299140899,16.561362790096,10.6991719291405,8.27820185184442,8.49742687345046,9.67088748239182,11.0446474426499,9.04944395177818,8.6032076345877,10.5879356990146,class_Poseidoniia,sd
64.5,2.74343174457494,2.68146230127578,2.80382003814942,2.61592370749409,1.80489809363485,1.40165086294609,1.35939388046549,1.71117948748623,2.13706035701219,2.23711185543375,2.28469043317618,2.41530184417004,class_SAR324,mean
64.5,1.9809413760282,1.99745745982025,2.08309060950501,1.62744820128788,1.12541110274825,0.867494569850371,0.870596259212861,0.980705250733495,1.06241568208077,1.14574121752663,1.27247490855263,1.45793747071968,class_SAR324,sd
64.5,1.133637731825,1.08399153529299,0.855079892718464,0.81388056006593,0.558059342249754,0.457270269228541,0.425985739580673,0.603300649394055,1.01567809898089,1.66900148222675,1.68034628319279,1.62324531909967,class_UBA1144,mean
64.5,0.883518343619674,0.821119339270566,0.654046613399578,1.23660318221365,0.467470082406643,0.468078358293756,0.406529706327317,0.52469040348885,0.661284243704703,0.721638777736223,0.723249545617209,0.737365153878333,class_UBA1144,sd
64.5,0.0451546337390303,0.0474486371209368,0.03637274145927,0.0812778381192402,0.0469905142891217,0.0164299844892963,0.0220337537487109,0.0307660391440081,0.0296154046128791,0.0379063889157172,0.0361795035535165,0.0427378237996174,class_UBA4151,mean
64.5,0.0823098247987489,0.0949617745966447,0.071904748944708,0.332033192411035,0.0881156555192346,0.0307435573289281,0.0458721809763141,0.0614568345345377,0.0528972830328156,0.060004448799558,0.0562986304433844,0.082438916225122,class_UBA4151,sd
64.5,0.241193196710524,0.235462776521066,0.353785954894159,0.420005123773731,0.416332004349467,0.368521584818937,0.280587048656889,0.275835028312709,0.284691540283441,0.282692520389096,0.236569440463262,0.229553763279149,class_UBA796,mean
64.5,0.273663469553362,0.286413531686316,0.341983190391741,0.41397376895863,0.283528460589708,0.257146268349431,0.269086554012692,0.237300947668654,0.215735903628506,0.221577025471444,0.232271569844927,0.233929920478573,class_UBA796,sd
64.5,0.0399314497770081,0.037318716775329,0.0417742357520587,0.0448238467485873,0.0177756587505538,0.0177054167488934,0.0120360203138188,0.00658763440825913,0.00809032848053976,0.0248780828780113,0.0280813567683446,0.029605629598599,class_XYA12-FULL-58-9,mean
64.5,0.070778678401779,0.070055412708393,0.0754680988002041,0.151626978992841,0.0419280997508692,0.0334671424294619,0.028731028212619,0.0222120417087613,0.0234776398144448,0.0506412380586751,0.0534507735457026,0.055169389907814,class_XYA12-FULL-58-9,sd
64.5,23.5213156928986,24.2831521113601,25.560895102505,25.3516459110645,21.6209051579117,17.9447704983334,17.3804887188401,21.3719761599053,29.8494244698096,24.2394957990576,23.3555852913128,24.2651152189144,domain_Archaea,mean
64.5,17.9956615125668,18.4241199288129,20.4126900361412,19.651448778663,14.5217979911829,11.6030622611063,10.5331150060196,12.3700185623475,14.7063408696956,13.5957762855172,12.4061250762724,13.358458712439,domain_Archaea,sd
64.5,387.564653820567,386.160922831116,363.028393905136,344.375233611058,281.694443294087,272.185650658529,286.418506753264,319.542530220928,371.540495100888,434.660633645636,425.743710544254,417.573794679299,domain_Bacteria,mean
64.5,224.116338790598,218.340491047227,223.493822120666,206.861569847493,135.467696212579,122.455782798943,116.783146092932,116.385021355143,121.873647974397,139.552592902132,151.474546985957,176.855714859052,domain_Bacteria,sd
64.5,17.766769107149,17.2168758392493,16.2264443649995,16.2048240837161,12.1003964887216,9.0087904287294,9.67913104653884,11.7145035281093,14.8349699969933,15.4405284822411,15.1390952394457,16.6599898275552,phylum_Actinomycetota,mean
64.5,9.06553007755683,9.40891595579729,9.96659161976142,12.4579938143724,7.25991448792255,5.75654852756236,5.66812310690085,6.26904566224506,6.93993709996736,6.24485164881394,5.64303028880932,8.02736967495072,phylum_Actinomycetota,sd
64.5,56.7237769545254,57.5692068491922,51.7891179220243,55.4389710311863,70.8723713043964,74.9730823285652,76.6299218466788,80.8727683096221,83.8772631558505,92.8102006305348,79.9612158573035,72.6624001040603,phylum_Bacteroidota,mean
64.5,32.9291068524628,33.391964610718,30.8464983868869,37.4708772486899,18.9675273314673,11.1901178852333,12.7077256398147,14.8105959920744,12.4737941539943,16.6325815455708,13.2033186374013,22.6981115368689,phylum_Bacteroidota,sd
64.5,0.0752390835585891,0.0700748991198259,0.071455758057577,0.111332926327701,0.118992993156567,0.0672581527514426,0.0379733940948702,0.0531488718450419,0.0750379290205963,0.0831975925258699,0.06983449630912,0.0744836239803893,phylum_Chlamydiota,mean
64.5,0.0346473724747674,0.0340833556516861,0.0358115245711889,0.069999387778254,0.0779496455324421,0.0617553340091649,0.0343974521492466,0.0396714351136928,0.042255933255602,0.0437121297927748,0.0330596487705954,0.0366105464535435,phylum_Chlamydiota,sd
64.5,27.4102137349659,26.063796441432,24.137867953271,23.7514118204808,19.9567926716805,18.3324480441693,17.9626756277991,21.2969654195959,25.2501111593978,35.933482530984,34.8760600060292,31.1204973442356,phylum_Cyanobacteriota,mean
64.5,34.8738060412431,34.5267420670639,35.3154027759587,37.5947428043318,35.6219476944186,35.0947624861406,34.455317370254,34.1236090660255,33.7534802750718,34.8570051823724,34.4864701782651,34.7554463831792,phylum_Cyanobacteriota,sd
