y,January,February,March,April,May,June,July,August,September,October,November,December,clade,stat_type
-46.5,118.54614102785,114.606908642305,124.084258581916,133.544300488367,146.809036318971,154.113757496871,163.409222295767,174.003213063492,163.686556368996,155.381024152742,124.210350439153,114.615501172237,domain_Bacteria,sd
-46.5,7.64907688019465,9.33187962074457,11.5562715835612,13.1580302128044,14.0940678179308,13.6761126718369,15.5611098453981,15.9766794109188,14.8007201540937,13.266678017173,10.0366044991742,7.30524717223949,phylum_Actinomycetota,mean
-46.5,6.08444479425638,6.45357101544802,7.01336060945225,6.67989314120449,6.76070683006174,6.67996973078765,7.38981431678611,8.52181138916903,8.35392264241983,8.66489719911334,7.44996415350125,5.84784309261339,phylum_Actinomycetota,sd
-46.5,79.950326785822,81.1054869114668,82.0861603024362,82.9236682409528,84.5051489534049,78.8987792300082,73.0241360730053,61.0291865075564,56.6763570736666,60.9486495350199,71.3031707873461,78.8562506960727,phylum_Bacteroidota,mean
-46.5,10.0091748205298,9.24046679302949,8.33288161529498,7.99748575815282,9.17894188400722,10.1612854314934,16.4011700954241,21.5262091614704,21.6731050338464,22.6140673285731,16.5282612552557,8.39324342536641,phylum_Bacteroidota,sd
-46.5,0.0725749124143936,0.0678160927227656,0.0853334111882435,0.112428839169456,0.122409691282343,0.177753866685624,0.117604531649896,0.0976946655391239,0.0911857563392935,0.0869349719441346,0.0917651980830994,0.0837433253801642,phylum_Chlamydiota,mean
-46.5,0.0424643564583723,0.0498447256170464,0.0599751141265986,0.0916467980495434,0.117732705829098,0.162247495399164,0.0945350827028103,0.0689838945386152,0.061026162534432,0.0793838899841593,0.0687579116064564,0.044975474630016,phylum_Chlamydiota,sd
-46.5,24.294535052683,28.8446120178035,35.0405968203469,39.0931920271178,41.2508263591857,41.638747029067,32.8568018428546,26.3866782755944,23.4943222892607,21.7032053629365,22.5794467562011,21.4400587832868,phylum_Cyanobacteriota,mean
-46.5,34.6418461060913,34.3415166838034,33.1567261942978,34.0268518471921,33.7124897940727,33.4349865866311,33.1605749269899,34.0467936715164,34.7333692448569,35.1952480444601,35.3489482956025,35.2543175326354,phylum_Cyanobacteriota,sd
-46.5,0.360103433113495,0.549183480059624,0.957113966177804,1.35706608308287,1.60742212299563,1.66258819248827,1.65338185420246,1.29864111246505,0.913567403566839,0.746332281433285,0.501796551693071,0.358454823698287,phylum_Desulfobacterota_D,mean
-46.5,0.395080231231409,0.44977557802079,0.538291519914563,0.485262155507221,0.551269068525119,0.52808393639658,0.520041338988685,0.56979178102842,0.472529018513561,0.502317062590814,0.463641839415911,0.391869639734216,phylum_Desulfobacterota_D,sd
-46.5,0.200685836139387,0.190562501634557,0.189700395612571,0.229579784253869,0.26886007316068,0.294029687809619,0.292814126661604,0.297749020821875,0.311644233485427,0.322443915323365,0.362759311971437,0.280323019337402,phylum_Fibrobacterota,mean
-46.5,0.118537800374678,0.108945820161661,0.107969828069345,0.124048043081713,0.123235925111646,0.102745146527624,0.126331503091692,0.129210060772771,0.14625551896266,0.161012810400959,0.188675986693428,0.138378641510414,phylum_Fibrobacterota,sd
-46.5,7.71612736838768,10.0132633868389,14.0298044350397,17.7041165524291,18.9254906903984,18.7958208787555,18.8345363369998,17.7459164730416,15.1166581229569,12.6260201065986,9.73052104527703,7.59918270335515,phylum_Marinisomatota,mean
-46.5,5.98731474621047,6.13392521570073,7.31519357898569,7.79876616413499,8.17905520990687,8.58437069758847,9.05712045189005,10.1374484394746,9.67651220070049,8.61948460110968,7.27096013759812,6.46706515999088,phylum_Marinisomatota,sd
-46.5,0.451679950399239,0.553038313129625,0.617170138537781,0.645014982923505,0.605442205048932,0.538271359464038,0.711413347750214,0.807650199796916,0.755638071726143,0.756926919655651,0.549605841058502,0.411485631009346,phylum_Myxococcota,mean
-46.5,0.387439950681673,0.414049992026686,0.424059080782941,0.417953934272545,0.412787406081247,0.412131304635219,0.480138017575359,0.571647633854605,0.571468768458515,0.582904155242291,0.457748084094819,0.339356337940826,phylum_Myxococcota,sd
-46.5,317.936872440688,328.706285952974,344.603996219854,366.503327827344,381.436765145571,401.942184108427,394.945800488382,382.977972879903,366.468969454682,346.014568588472,324.815485618204,301.458935941388,phylum_Pseudomonadota,mean
-46.5,133.797410842121,124.79900898615,116.594553445393,106.389463746745,103.563438167438,96.0637544482572,105.883815048261,132.738783845948,139.440764825217,142.075380150854,136.566573181214,139.276141059653,phylum_Pseudomonadota,sd
-46.5,0.933221558296194,1.06978426627927,1.64579113449329,1.99456494025185,1.93684360444969,2.08452416412832,2.08516534996813,2.16581706285514,2.14704370387889,1.63508592030798,1.23851033107742,0.844206582004473,phylum_SAR324,mean
-46.5,0.692523910519675,0.704627491729868,0.835439845746039,0.922811581315883,1.00621719245437,1.10598231103883,1.20624373622559,1.37656294567802,1.19618426882956,1.2429354758203,0.927374085126614,0.70514324311358,phylum_SAR324,sd
-46.5,13.904748067354,16.5195024854092,20.8486817282093,22.3393686122307,21.8427684841333,20.2063978909779,22.3045111330647,22.8757656561939,20.5475067251735,20.0918176731009,16.3217422541483,14.1116326896049,phylum_Thermoplasmatota,mean
-46.5,8.95914731687064,9.22288702993295,9.4933348506725,8.88152173914132,8.76226327070739,8.62173691617042,9.27317975097969,11.6119029719748,11.3969472520021,11.8184527772243,10.3368509703417,8.69230007467944,phylum_Thermoplasmatota,sd
-46.5,2.20908964198864,2.13193339551554,2.29947977658642,2.59636059493858,2.69299366297383,2.89305766190532,4.24201321180593,5.53937118549428,5.93160964870019,5.78846693966338,4.4021012250719,2.6386485598122,phylum_Thermoproteota,mean
-46.5,1.25232397913676,1.34086642526959,1.43029390311998,1.53578658771476,1.70308068342783,1.74695330066232,2.40913501300076,3.2817758238588,3.33969586630068,3.61436895678442,2.78619581883415,1.46103791044527,phylum_Thermoproteota,sd
-45.5,7.68651716826352,9.05499877144586,10.9599383309637,12.5262326445924,13.0122190314747,12.960256182913,13.3472403130277,13.2751027603329,11.8215213965973,10.8966292048179,8.51813104814015,6.82140935395713,class_Acidimicrobiia,mean
-45.5,5.73935047270864,5.89397237802445,6.06111582695394,5.83157610339722,5.77661613062156,5.66545249815051,5.80661164277851,6.58018548960294,6.62147094237513,6.96806989923959,6.11905492109898,5.56392739610084,class_Acidimicrobiia,sd
-45.5,193.633400126682,208.60941213128,227.429080785506,245.513946270367,251.16082927394,256.935314801911,245.042674033284,232.280352396288,219.242107803954,198.959227557167,185.830971441154,173.945840931216,class_Alphaproteobacteria,mean
-45.5,103.395928412516,95.1468678295951,89.7130424097306,89.5316258030416,93.6657099226734,98.2028404430296,101.252522369142,112.023239881183,111.37179714424,109.733055492326,103.863058089005,103.000390782279,class_Alphaproteobacteria,sd
-45.5,80.9698287139365,82.1763017604949,83.2919329772422,84.0966417702887,85.9183610075146,81.4547015660091,75.137174394366,63.8147823660417,59.9055633972547,63.4892304339438,73.613232807055,80.0742401914569,class_Bacteroidia,mean
-45.5,9.16303009834374,9.32988086489904,7.92274240452313,7.80664733707861,8.9526768512269,9.5293034134335,15.795118591593,22.1810114059681,22.6120578968708,23.8493312468096,16.1992562992621,8.24580135199826,class_Bacteroidia,sd
-45.5,0.0718824564855041,0.0689782312619285,0.0864169955208981,0.117865340331682,0.124001525224774,0.173278598259579,0.113155240118128,0.100951620046001,0.0908767621420721,0.0914486886008498,0.0916802872024659,0.086334662175112,class_Chlamydiia,mean
-45.5,0.0394641715501096,0.052137244674062,0.0640651887242155,0.0975890251744978,0.114394143629609,0.169399081793274,0.0822775349209015,0.0682427065209766,0.0591983379647371,0.0770775919986043,0.0563175953324338,0.0440957386805627,class_Chlamydiia,sd
-45.5,13.0168254806993,18.8294716072105,25.8342563093876,34.0015885058615,37.6404391121395,38.2706052931457,26.4366831800413,16.11900533132,10.8226207392891,7.04074050821185,7.94756078388273,7.45240954958371,class_Cyanobacteriia,mean
-45.5,12.0244629045274,16.1983083342969,17.2905454764886,21.9752410078399,22.9311140474253,22.2766659239556,17.8431290777631,14.0438446499359,10.7630864448659,8.5346564297884,9.28189376365141,8.77760506182997,class_Cyanobacteriia,sd
-45.5,0.187586826454917,0.170451901116011,0.175068869272124,0.206873624027581,0.251048312159604,0.297884544852574,0.316594813108144,0.313962942127257,0.328909848117798,0.34288182468167,0.350486742429736,0.26493760713105,class_Fibrobacteria,mean
-45.5,0.119964733218303,0.109117604150291,0.107582057058312,0.126984348614775,0.131022124743301,0.111006271376233,0.135195010931544,0.130816934757582,0.135358796050241,0.158256796141608,0.187827923957306,0.142756626562366,class_Fibrobacteria,sd
-45.5,86.7743860898856,90.0282992668042,94.0942606923216,101.617614447074,107.811525493259,108.792750602085,102.729360386961,89.6151326235846,82.2798394079511,80.4567034890398,86.7145746786244,84.8242347299538,class_Gammaproteobacteria,mean
-45.5,11.7072027754074,11.5849394997966,11.449822610388,11.5124841153509,11.2669031349012,11.0510371042606,13.8541543426323,22.2179174891852,21.3815806892571,22.3699082836436,14.7203445248766,11.5145058457182,class_Gammaproteobacteria,sd
-45.5,8.10829451869872,10.9525725438246,15.0211771341782,18.9329383922918,20.3609823846749,20.8488270183027,20.4372225327745,19.4085906455795,16.7457542542669,13.9349758891067,10.3917254085657,7.83143408417682,class_Marinisomatia,mean
-45.5,6.05984841282129,6.52450316667438,7.60725533912661,8.19169780266016,8.2134723581069,8.39209931494563,8.79342761928124,10.0060508705128,9.68345875711125,8.66643156208498,7.28733915245738,6.41207639479752,class_Marinisomatia,sd
-45.5,2.26140037131981,2.20268335272681,2.38517538399687,2.72246547693087,2.80255182528192,3.17991079424829,4.3561581937666,5.57857722487734,5.98544068675735,5.71689594350219,4.25424281705739,2.57453048623689,class_Nitrososphaeria,mean
-45.5,1.33079310540069,1.3451238512039,1.43784368547897,1.5602858224895,1.72640545991279,1.80694152745859,2.39082583875954,3.18466304459592,3.31994486371936,3.65057193395987,2.74709177361005,1.47719445854215,class_Nitrososphaeria,sd
-45.5,15.6222772700345,17.9253583498362,21.6313311445939,23.2549756556227,23.7046518467989,23.4330765581158,23.9710112906701,24.1861850594917,21.9502496491846,21.1757800636231,17.6537746180533,15.5095000859374,class_Poseidoniia,mean
-45.5,9.29446697332884,9.17625025226155,9.14152880098954,9.06919921019971,8.97507344166892,8.55750544038829,9.68317204937485,11.4555840581457,11.3329367861518,11.7394569981375,10.2198068492368,8.87139439106412,class_Poseidoniia,sd
-45.5,0.989262669020123,1.18804178300477,1.66557923346498,2.12677718937902,2.07173933011482,2.20841646473184,2.19118408436836,2.26046677823729,2.23596015509798,1.69894896504236,1.31297553514093,0.895948652060795,class_SAR324,mean
-45.5,0.700020533331362,0.73249393919415,0.858200067266212,0.942560567408946,1.04599374912531,1.13315254429511,1.23290126319612,1.37648482129469,1.22015804044105,1.24051938829481,0.930198590088231,0.697110386309607,class_SAR324,sd
-45.5,0.404127869298544,0.629467686072347,1.04099417527505,1.4429710100982,1.71197360685274,1.83918042541924,1.77464861316279,1.4336627235618,1.03113039861257,0.823064384572892,0.561082594826938,0.396358010395744,class_UBA1144,mean
-45.5,0.425722337333023,0.478715207214771,0.522393089832185,0.516325229766039,0.567971642609789,0.543242371714878,0.505543359715362,0.586895320954031,0.504774389604211,0.511804667304677,0.489197055564682,0.412590292064033,class_UBA1144,sd
-45.5,0.0174639170750278,0.0401873687817417,0.0551679918037937,0.0489293024499464,0.0509847868293264,0.0555110320497967,0.0569872755996916,0.0553301925617829,0.0526204104394575,0.0507343645621962,0.0210934396554986,0.0130675962580311,class_UBA4151,mean
-45.5,0.0264028042179317,0.0467508211165865,0.0544934502620481,0.0500218127369609,0.0572101781794129,0.0549629467610952,0.0562677308501884,0.0544933449100451,0.0477105076322157,0.0531388459309005,0.0360329774528699,0.0206113550499934,class_UBA4151,sd
-45.5,0.21323392997634,0.227631989820868,0.232084048718083,0.244807325755041,0.197678407504856,0.170887783520926,0.180115524124227,0.245849384898879,0.264203032421179,0.295937322767489,0.300652193725471,0.211116407519555,class_UBA796,mean
-45.5,0.171487326533031,0.19378173975342,0.202178266876929,0.194784106319275,0.18209114244804,0.16813736544143,0.177601802293255,0.193278070817543,0.200938992365208,0.203783742358174,0.192387694418928,0.16251542146971,class_UBA796,sd
-45.5,0.0921342322430405,0.092224192144582,0.0835979497774377,0.0793873946448362,0.0642162635973804,0.0531015113145947,0.0449619699411673,0.0459837007212666,0.0412328454204295,0.041427988195258,0.0669268651250903,0.0898598019716595,class_XYA12-FULL-58-9,mean
-45.5,0.0807766056954733,0.0858293555704642,0.0865000485363438,0.0804016941440161,0.0706450104948198,0.0630267425107319,0.0583143219724806,0.0616614659043951,0.0556683835754988,0.0531048376765168,0.0734835389969279,0.0773410170673295,class_XYA12-FULL-58-9,sd
-45.5,17.1650867542501,19.7818664879658,24.8639183470134,26.2606439140105,25.8207338424724,24.9356294143491,26.8740536888004,27.7911019543523,26.2201234161349,25.4794530293912,21.3436761801985,17.8124196874779,domain_Archaea,mean
-45.5,11.8530251537828,12.3807995794169,12.8923934997147,13.1677872955351,12.7638631693887,12.4375966252516,13.0094699150925,14.7530565933684,14.7175141295142,14.9918719682954,13.6247624306221,11.654789753748,domain_Archaea,sd
-45.5,361.342727595241,392.350445320215,434.73178417772,469.733316620489,478.352163649567,481.398481988838,459.988918140952,424.938900992223,399.55619713616,364.145202942957,352.235570943776,332.961181189966,domain_Bacteria,mean
-45.5,117.244027386438,114.382201312869,116.700794122446,131.999601932326,145.926299964127,156.224555961119,158.468762134215,177.637328241081,168.511549749939,159.093905264016,123.170841853478,118.867879566482,domain_Bacteria,sd
-45.5,8.41833597727944,10.4025447409238,12.6188426527165,14.2787647764301,15.3049983615673,15.2671399506351,16.6927822323222,17.0497284041645,15.664480232806,14.0244464156994,10.6320710482283,7.90268906304242,phylum_Actinomycetota,mean
-45.5,6.27918631414492,6.76911591050181,6.95449926627105,6.94823677903623,6.92603587006036,6.9326769183297,7.46319235980548,8.46012623506939,8.31568078087655,8.83090532174817,7.40323684313105,6.08328192390039,phylum_Actinomycetota,sd
-45.5,81.6119531340146,82.7799929989862,83.7391907046096,84.6441370125807,86.5041023837043,81.9136733591041,75.631947801479,64.283729331569,60.3634376028687,63.7485260121245,74.0515177108436,80.5560767731681,phylum_Bacteroidota,mean
-45.5,9.15538054511037,9.27860752632333,7.91750624789235,7.84637490600088,9.005918761256,9.59313204480854,15.5406329635719,21.82227273083,22.2714630739861,23.5076724760394,16.0520537618921,8.23317435878362,phylum_Bacteroidota,sd
-45.5,0.0718824564855041,0.0689782312619285,0.0864169955208981,0.117865340331682,0.124001525224774,0.173278598259579,0.113155240118128,0.100951620046001,0.0908767621420721,0.0914486886008498,0.0916802872024659,0.086334662175112,phylum_Chlamydiota,mean
-45.5,0.0394641715501096,0.052137244674062,0.0640651887242155,0.0975890251744978,0.114394143629609,0.169399081793274,0.0822775349209015,0.0682427065209766,0.0591983379647371,0.0770775919986043,0.0563175953324338,0.0440957386805627,phylum_Chlamydiota,sd
-45.5,25.6075430356941,30.4145133788545,36.7731593829381,41.6680932127321,43.6220214365178,42.6838601473263,34.404026398,27.9100159464413,25.2368387639284,22.6371163479106,23.4219566605707,21.8083183597953,phylum_Cyanobacteriota,mean
-45.5,34.3988179634726,34.2535710421191,33.0488027319074,33.9263455304314,33.8354371055607,33.4594546524384,33.2940030435387,33.9226140641233,34.4347993846609,35.0772110550756,35.2220649439304,35.1618131866394,phylum_Cyanobacteriota,sd
-45.5,0.404127869298544,0.629467686072347,1.04099417527505,1.4429710100982,1.71197360685274,1.83918042541924,1.77464861316279,1.4336627235618,1.03113039861257,0.823064384572892,0.561082594826938,0.396358010395744,phylum_Desulfobacterota_D,mean
-45.5,0.425722337333023,0.478715207214771,0.522393089832185,0.516325229766039,0.567971642609789,0.543242371714878,0.505543359715362,0.586895320954031,0.504774389604211,0.511804667304677,0.489197055564682,0.412590292064033,phylum_Desulfobacterota_D,sd
-45.5,0.187586826454917,0.170451901116011,0.175068869272124,0.206873624027581,0.251048312159604,0.297884544852574,0.316594813108144,0.313962942127257,0.328909848117798,0.34288182468167,0.350486742429736,0.26493760713105,phylum_Fibrobacterota,mean
-45.5,0.119964733218303,0.109117604150291,0.107582057058312,0.126984348614775,0.131022124743301,0.111006271376233,0.135195010931544,0.130816934757582,0.135358796050241,0.158256796141608,0.187827923957306,0.142756626562366,phylum_Fibrobacterota,sd
-45.5,8.12983585513425,10.8660125499701,14.71279219837,18.9145224954198,20.3776272271312,20.9483226968357,20.4282757874538,19.2038887277991,16.2845870816303,13.4916704630795,10.3701340790085,7.9847579934926,phylum_Marinisomatota,mean
-45.5,6.0254833400401,6.36537645157791,7.13826727319362,7.95453273777628,8.29656236044649,8.4894157720693,8.81061683733549,9.99363369198179,9.76747010892656,8.53968521141108,7.14208855734317,6.48788745485373,phylum_Marinisomatota,sd
-45.5,0.482364362584517,0.623139115143727,0.681169549073407,0.706451233497016,0.667673486167132,0.621185788891983,0.751490535458669,0.841864466575543,0.775790793886223,0.76528414193361,0.553456269410306,0.439936859089121,phylum_Myxococcota,mean
-45.5,0.385759481079865,0.423199198616131,0.437420732324713,0.441910772471216,0.413943208673845,0.400501791688451,0.479991710783274,0.572854353177745,0.571963006916741,0.579751225204993,0.445248082169952,0.335335700187686,phylum_Myxococcota,sd
-45.5,328.70338651069,340.744439296558,356.033647187643,377.803224583936,393.549711511046,410.733545854112,404.778265633844,394.26413255327,377.774214753898,354.176149541813,335.436602572539,311.491108985524,phylum_Pseudomonadota,mean
-45.5,128.768104961908,119.743956709173,110.395988363993,102.52245028019,98.4113307323332,92.4369287337102,100.953649205719,127.177600854841,134.861128388441,138.740308584612,129.851578665392,133.975790847978,phylum_Pseudomonadota,sd
-45.5,0.989262669020123,1.18804178300477,1.66557923346498,2.12677718937902,2.07173933011482,2.20841646473184,2.19118408436836,2.26046677823729,2.23596015509798,1.69894896504236,1.31297553514093,0.895948652060795,phylum_SAR324,mean
-45.5,0.700020533331362,0.73249393919415,0.858200067266212,0.942560567408946,1.04599374912531,1.13315254429511,1.23290126319612,1.37648482129469,1.22015804044105,1.24051938829481,0.930198590088231,0.697110386309607,phylum_SAR324,sd
-45.5,14.9994835404601,18.1109212780741,22.4622538633802,24.0856525087964,23.8823519544288,23.3195615521891,24.3663074929251,24.7859351496539,21.8936369104263,21.267648198647,17.2917070518752,15.0189447243422,phylum_Thermoplasmatota,mean
-45.5,9.18445785614413,9.50868403385403,9.39365033754774,9.30406454327632,9.1340983749177,8.72593802231447,9.29570530645474,11.5359320065546,11.4837411860463,11.995235030955,10.3017488209619,8.86521536253984,phylum_Thermoplasmatota,sd
-45.5,2.25418981735308,2.1900654695038,2.37443495825916,2.70967664128764,2.7845037372431,3.15755034354773,4.33134443125751,5.54352797116945,5.95188853404879,5.70340548533818,4.24981220427869,2.57708585556135,phylum_Thermoproteota,mean
-45.5,1.32823454029824,1.34317619884699,1.43604265435935,1.56187071388218,1.72273820330061,1.7956742306107,2.38546565731334,3.19035451931386,3.3295044014838,3.64174640126138,2.74315814765141,1.48585742761257,phylum_Thermoproteota,sd
-44.5,8.63650978353361,10.2554692752837,12.1012903558396,13.801513167063,14.5179449733307,14.3486277869812,14.6587591478303,14.3952052034542,12.9013128954467,11.8114523053407,9.40342195707669,7.67776077431472,class_Acidimicrobiia,mean
-44.5,5.84039220149445,6.06114844811504,6.14285871990528,6.13879316430547,6.10005417474153,5.83987827465748,5.83980044717506,6.60777263311143,6.78981192293891,6.97794407694877,6.09990428941117,5.74527805016388,class_Acidimicrobiia,sd
-44.5,209.016621336772,223.711805791963,241.853122646073,263.780471159699,268.751693923944,273.064942765167,258.11506630858,245.00122042153,229.414905399095,209.302344662245,200.179618287194,187.59962619584,class_Alphaproteobacteria,mean
-44.5,98.9543804648974,91.295094069133,85.1360437722371,84.5752030870733,89.0734035671208,95.4668451362169,99.6171515917634,110.475581899526,111.859070875838,108.877552185327,101.703575587366,99.936220659166,class_Alphaproteobacteria,sd
-44.5,82.3653941964828,83.549752907946,84.6466794769199,85.9607248515752,87.8871303712702,85.7207948805969,76.832121306899,66.4778312331679,62.340052391115,65.8194592631191,76.4056007706706,81.5111423668834,class_Bacteroidia,mean
-44.5,9.13643554290458,9.47338080775529,7.49406561610671,7.97810557598765,8.70390133849993,10.8327981641096,14.0896847126722,22.3903104801389,23.054853929802,24.1233047608594,15.7890153749477,8.26258048626124,class_Bacteroidia,sd
-44.5,0.0684295467473836,0.0642984807735573,0.0802652863157453,0.11689857257802,0.114246124010116,0.163066737690397,0.11182970342548,0.103920036194526,0.0940229327615076,0.0937523184561358,0.0920798503627565,0.0823600693449723,class_Chlamydiia,mean
-44.5,0.0348987426539841,0.0445926030546232,0.0632249493615075,0.0945031913656718,0.0964343682320423,0.157115826678828,0.0831105100721302,0.0667541828064688,0.0573002229293323,0.0759496891492203,0.0549302454187444,0.0428496787268549,class_Chlamydiia,sd
-44.5,15.7670643235486,22.1550196815625,29.3194971161075,38.3937849521671,40.7250207665006,41.0021517179232,28.8145911378854,19.0654848509003,13.0994119103447,8.30984881584432,9.48901996669992,8.60124843610641,class_Cyanobacteriia,mean
-44.5,13.2563228179848,17.9108278466333,18.4224668345487,23.0389653227893,23.7299505971222,23.3197241743755,19.6796870935551,16.0661082903802,12.2825439315814,9.38276024220838,10.3874424241308,9.42888856199839,class_Cyanobacteriia,sd
-44.5,0.18081100314396,0.158449141597079,0.163782886750364,0.191961986475188,0.24351313178982,0.282087666235024,0.323527277128588,0.324766860034511,0.345306123426518,0.365863292283147,0.339266596498732,0.253339475157773,class_Fibrobacteria,mean
-44.5,0.126375484461239,0.114290944277204,0.104158173363043,0.125087792913191,0.147879435835259,0.124811525058958,0.135420202203412,0.139273579422989,0.140180540461625,0.16444657695824,0.181644285232039,0.15221410739002,class_Fibrobacteria,sd
-44.5,89.3116049419249,92.6529028479075,96.5149202435003,104.34097282542,110.641283734272,113.383302512196,105.806475093599,93.8287666058954,86.2151306285066,84.0801703794843,90.3312372240717,87.3928384185527,class_Gammaproteobacteria,mean
-44.5,11.3309025280348,10.9965330412699,10.5156181517138,11.1076375321308,10.9305066621752,11.4493826040078,12.2714645958796,21.5523239457455,22.1393460007108,21.4610715946509,14.4173774385865,11.4684406593213,class_Gammaproteobacteria,sd
-44.5,8.79208633840416,11.8121925843554,15.9183708402786,20.2310230891969,22.201527107816,22.3260797272513,22.3490040463498,20.872286554089,18.0487248672154,14.7919261942411,11.1702914678349,8.48752296075885,class_Marinisomatia,mean
-44.5,6.33096522713554,6.6055005124626,7.30133449006738,8.29739203794784,8.51353754915215,8.64366235643166,8.82086891592187,10.0469090666844,9.82669843924726,8.68266867905511,7.16289882816053,6.62232369056203,class_Marinisomatia,sd
-44.5,2.34170987959909,2.31272787104909,2.48844738919305,2.81757794796536,2.99271774245638,3.35090167290089,4.45649932290182,5.59418031523194,6.04709445751471,5.69731765135249,4.15665722571368,2.58177522074526,class_Nitrososphaeria,mean
-44.5,1.39961898608929,1.36363534858134,1.46948980633873,1.59807016315404,1.7441347069473,1.87158834756531,2.4203504830275,3.16663081935967,3.42205008300255,3.64818872160244,2.70084168075854,1.53018688621121,class_Nitrososphaeria,sd
-44.5,16.7139815556547,19.4537173680319,23.1532818022319,24.974414286194,26.3014399638409,25.1909082614273,25.9687264977823,25.5804712573386,23.3160735014891,22.2994254536333,18.8193579251803,16.6631366759955,class_Poseidoniia,mean
-44.5,9.55210072420566,9.52801459194418,9.16901909338689,9.64251493112391,9.49314741085547,8.88038928263716,9.7179501291151,11.4107778686898,11.6489517528146,11.819150434588,10.1293914114008,9.16603358610092,class_Poseidoniia,sd
-44.5,1.09570914643307,1.32435223340027,1.70111801164155,2.22312981342733,2.20047384499884,2.3238528340172,2.2984572318972,2.38519517729756,2.30472110099794,1.7626860441009,1.38313752078395,0.953184572050874,class_SAR324,mean
-44.5,0.743478741992292,0.759227534910394,0.857344007618488,0.970297322689827,1.08367338961083,1.17190320670748,1.27471357208732,1.40529617194814,1.26522768826561,1.23582878333327,0.921602119935192,0.706493056433636,class_SAR324,sd
-44.5,0.474083353090996,0.739237129328772,1.14977142678239,1.55441798781815,1.85820232749287,2.02499428476729,1.90221708362997,1.56364339855715,1.13468146462537,0.904341995048642,0.661576537642833,0.460486400999483,class_UBA1144,mean
-44.5,0.457555013639218,0.499955827093769,0.522332047424314,0.556234290817401,0.599438633203798,0.577406864778042,0.517782598791846,0.59455312388125,0.552172203165512,0.556912765037559,0.517990066721539,0.447017962720107,class_UBA1144,sd
-44.5,0.0162265138810365,0.0419020285042723,0.05839256855712,0.0543534947439826,0.0531340755117571,0.0564021724545392,0.0559982598911083,0.0576219092259367,0.0530110870673607,0.0482835171151663,0.0211035545252654,0.0136495829108748,class_UBA4151,mean
-44.5,0.0246258672115657,0.0495016867268328,0.056478034974771,0.0558482835692263,0.0595922899892094,0.0574827778176786,0.0564188470601256,0.0559859995435038,0.0490692212510189,0.0516615265752013,0.0372212695302078,0.0216853741897441,class_UBA4151,sd
-44.5,0.224493196329788,0.244043432341921,0.257029177582657,0.273506303532225,0.233422039311081,0.202388448352374,0.1961217423484,0.256695184891561,0.28247177063291,0.291301654566771,0.296641597069332,0.200209809380583,class_UBA796,mean
-44.5,0.180797026907,0.20136549443318,0.206622708610097,0.200508016431611,0.189471756325366,0.182318926930329,0.188048140878196,0.203920415277846,0.217489614128842,0.209612296147241,0.190770692088691,0.15792807617634,class_UBA796,sd
-44.5,0.0858152501170603,0.0872817807543123,0.0802416198095954,0.0734012159073135,0.0586099406786852,0.0456209758312504,0.0412068861392175,0.0404414265656894,0.0381363841859045,0.0383439320979462,0.0603309831901805,0.0833693223947334,class_XYA12-FULL-58-9,mean
-44.5,0.0792044971287668,0.0847319491467511,0.0855254462205486,0.0785449130268102,0.0688863108791699,0.0581194556356131,0.0585804596333448,0.0589767039265621,0.0571749700764914,0.0515561827555061,0.068716731444057,0.075975265149692,class_XYA12-FULL-58-9,sd
-44.5,18.7162876681577,21.6149746051412,26.6119396272212,28.4495701366702,29.2396366646072,27.7439933961667,29.8583936078915,29.9171889650146,28.2584625748522,27.5054551915818,22.8073622890682,19.1304312993819,domain_Archaea,mean
-44.5,12.1346440116237,12.3728655941446,12.8853381506028,13.7645172268305,13.6822950388126,12.9819617190728,13.501149306914,15.0127792102469,15.2894467299653,15.0848058996314,13.4418165175646,12.06787178921,domain_Archaea,sd
-44.5,391.746554933997,423.853080925776,459.915300731042,505.612617655297,512.772655382322,516.649092510739,489.025831619164,459.974706430518,425.042424262852,392.748164449973,381.586486027153,358.82863995898,domain_Bacteria,mean
-44.5,113.624590287184,108.781272702758,113.037102796066,126.478210228327,141.60734731356,155.892150535098,155.370498665794,173.339753451309,169.585972935931,154.346881525374,120.107179147283,119.118561982665,domain_Bacteria,sd
-44.5,9.26283902076747,11.5251978692381,13.7505571593268,15.541686632692,16.8527189776633,16.8586635495272,17.9418058338484,18.1643650472941,16.4990890665822,15.0193673524504,11.4208263122752,8.71129778746477,phylum_Actinomycetota,mean
-44.5,6.3810957968713,7.13413434373633,7.01042492343578,7.22882730161299,7.32283333510818,7.19484024187964,7.58294146883798,8.45181614008813,8.51315023886031,8.76553146650529,7.38971718315977,6.33467336613322,phylum_Actinomycetota,sd
-44.5,83.0676154649327,84.2064663462556,85.1381241043179,86.5502890482114,88.4839769517755,86.2276922876435,77.3430653985525,66.979371351865,62.8258693596876,66.1558987517233,76.8844676953197,82.0642917158976,phylum_Bacteroidota,mean
-44.5,9.09721844914825,9.34976130491252,7.46551386495251,7.94712913824546,8.69118740496931,10.9657476131485,13.8750758989729,22.0230633266687,22.7557597099465,23.816353610802,15.6738812174434,8.24408708755782,phylum_Bacteroidota,sd
