y,stat_type,class_Acidimicrobiia,class_Alphaproteobacteria,class_Bacteroidia,class_Chlamydiia,class_Cyanobacteriia,class_Fibrobacteria,class_Gammaproteobacteria,class_Marinisomatia,class_Nitrososphaeria,class_Poseidoniia,class_SAR324,class_UBA1144,class_UBA4151,class_UBA796,class_XYA12-FULL-58-9,domain_Archaea,domain_Bacteria,phylum_Actinomycetota,phylum_Bacteroidota,phylum_Chlamydiota,phylum_Cyanobacteriota,phylum_Desulfobacterota_D,phylum_Fibrobacterota,phylum_Marinisomatota,phylum_Myxococcota,phylum_Pseudomonadota,phylum_SAR324,phylum_Thermoplasmatota,phylum_Thermoproteota
32.5,sd,7.04058667747244,94.3150600125894,12.5815995075475,0.11470364063108,34.0065899849764,0.0603683143611737,14.5721402253978,10.5072131268526,2.10101851446781,12.2199206172802,1.13612231426943,0.941150117660847,0.145183345614698,0.3693571495575,0.1468871358846,15.3433064001924,161.578109885302,8.31957074199873,12.3011142021601,0.11470364063108,39.3369689431758,0.941150117660847,0.0603683143611737,10.3991943990393,0.920491176873889,83.0187280557749,1.13612231426943,12.4562582987991,2.10179244889134
33.5,mean,22.3206681454441,445.834123557635,80.9732012148641,0.14433422429752,95.511361038808,0.0372260406623318,112.494069012045,20.1158679633762,2.48539988118779,27.4322133047391,2.82116021740804,2.09625233978185,0.12682280689128,0.567318181161955,0.134762154073265,29.7432598824031,807.368084145591,24.7407119007069,81.7807706411526,0.14433422429752,92.202587284214,2.09625233978185,0.0372260406623318,20.06324163783,1.38088382325956,546.893259716917,2.82116021740804,26.9569665906256,2.48108794777698
33.5,sd,7.42201890642828,99.5720914629268,12.6830477104577,0.0999116493455512,34.6680788087184,0.0754795330882869,14.683157817624,10.6917535126343,2.25430066687215,12.4725975305438,1.22143917523305,0.970135787720653,0.130956250102683,0.371180759935567,0.145306542941116,15.8324473127338,168.632446820535,8.64085703736685,12.4128783984431,0.0999116493455512,39.7921322452485,0.970135787720653,0.0754795330882869,10.6370862297533,0.91637446371534,88.8503833274294,1.22143917523305,12.7849901551114,2.25577666945496
34.5,mean,22.3387412443713,438.888230623348,81.2948665895254,0.140349161337624,91.4269766470774,0.0442329755361581,112.980808127226,20.3456858023825,2.65738981949279,27.9595694770811,2.87765208712279,2.14743103321624,0.115482730518167,0.533241460124104,0.125877656955657,30.4893298504546,791.970344326215,24.8587804680566,82.0633020193333,0.140349161337624,88.6148761385106,2.14743103321624,0.0442329755361581,20.3111015440382,1.31609871494427,542.362040281511,2.87765208712279,27.5098725133793,2.65003947697104
34.5,sd,7.67584394686896,100.888056089204,12.2415952805833,0.0903445644122881,34.7999466639859,0.0849599827497933,14.8229627921805,10.862658011244,2.31602973201884,12.5201729208212,1.28415144865929,0.997721550624384,0.119896451778123,0.345691855421854,0.139378377690298,15.9181235475844,174.644440559088,8.80242474804913,11.950549062709,0.0903445644122881,39.6212051939332,0.997721550624384,0.0849599827497933,10.8410322374481,0.859254343881548,90.3504585665336,1.28415144865929,12.8663044529238,2.31398262622533
35.5,mean,22.2470550822338,421.079460993744,82.7093269295965,0.138387187975276,85.0088521391339,0.0547308689958672,112.931641662803,20.4023589022422,2.8691944566331,28.8019628200141,2.86456386066753,2.1332425259997,0.105040294075964,0.533505287794237,0.117886050436009,31.6339622213221,764.316394846578,24.8130729911427,83.4358078016577,0.138387187975276,83.5777945865355,2.1332425259997,0.0547308689958672,20.3576778897026,1.29481537100007,528.150151275349,2.86456386066753,28.4966834597322,2.86057149224712
35.5,sd,7.87757491307474,109.697391582953,11.5361300591624,0.088089456303183,36.2767894990161,0.093149983577746,14.7857775244486,10.9217543777569,2.34395150891936,12.4900449254271,1.32450812482883,1.02179665334452,0.105346978362116,0.333171813834131,0.132812345659201,15.9796499872076,186.248147895746,8.98885289366127,11.2612868861019,0.088089456303183,40.5728024095706,1.02179665334452,0.093149983577746,10.9079836957816,0.821454792918939,99.181498728277,1.32450812482883,12.7777215729485,2.34066524062332
36.5,mean,22.1358230380818,406.829034992722,84.2172385681007,0.13744618615414,79.9952856350907,0.0608118536710523,112.806623684698,20.5417445893404,3.09128583494892,29.4159494505411,2.85399307433397,2.12145026546317,0.100306493626298,0.530909878483472,0.112104973474409,32.4042619781364,742.58097623537,24.6866787139111,84.90915527708,0.13744618615414,79.5558115488998,2.12145026546317,0.0608118536710523,20.5305193972102,1.28859326899196,516.288413722608,2.85399307433397,29.163942328552,3.0820005728725
36.5,sd,7.9045411040847,110.96494301887,11.0518534253853,0.0911131792976319,36.6337750935646,0.0956098256359868,14.5605795163248,10.8919754704077,2.3434017859521,12.3603269097533,1.33865749886001,1.0026335029998,0.0959921835936278,0.315116437364727,0.124197679918034,15.9172291037559,187.96406471953,9.06786054869111,10.8130354264655,0.0911131792976319,40.600444499222,1.0026335029998,0.0956098256359868,10.8948542902619,0.763696802404965,100.261115404435,1.33865749886001,12.5740332215699,2.33917074296452
37.5,mean,21.974160119507,393.54279730235,84.9540152594553,0.131300100635691,74.4930365743084,0.0703414256666291,112.595105999159,20.6396325668351,3.29649875935112,29.9155863534123,2.84822547771027,2.1248630429076,0.0919569407711988,0.523701922902492,0.10733934956986,32.9653535556948,721.368493471588,24.5514184850714,85.6178120503189,0.131300100635691,74.7256107513668,2.1248630429076,0.0703414256666291,20.6297960862143,1.25164631298095,505.229458205238,2.84822547771027,29.7321267139892,3.28705111388298
37.5,sd,7.95439348327004,113.715580268439,10.399086159045,0.0898252202122185,37.1571982540964,0.105258440209788,14.5749617241702,10.8357591590564,2.34190667221938,12.1180176342537,1.34597964004661,1.01214693214046,0.0901668853765613,0.329481138464335,0.124872180313474,15.9002251271884,192.021867277195,9.17939325655361,10.1729740699398,0.0898252202122185,41.1008355330356,1.01214693214046,0.105258440209788,10.8860609049524,0.736850938523087,104.252215353525,1.34597964004661,12.281709690679,2.33752877437617
38.5,mean,20.9564417650317,367.765034856596,85.7344877639591,0.12508827480591,66.2643046704161,0.0892523529811099,112.180775967052,19.8577137864919,3.42235052608828,29.4195465158586,2.78603107844024,2.04858477428574,0.0820983995395609,0.498717721441166,0.0986901100356465,32.1996187948833,681.625976106462,23.6275293946514,86.3718668142649,0.12508827480591,67.8008218096426,2.04858477428574,0.0892523529811099,19.8653737158346,1.20168284270623,482.927327949443,2.78603107844024,29.3366645957704,3.41196254482461
38.5,sd,8.1515678093159,122.95291381868,10.5323945305979,0.0858003175863847,37.4282371980905,0.122317571552768,14.7429596572826,10.7520546820878,2.29648524422769,12.0810826944393,1.36448580506924,1.02414817088668,0.084734493554701,0.330669162761934,0.123745929690201,15.8554048172726,198.571551178636,9.30897056144063,10.406530255327,0.0858003175863847,41.4404753094734,1.02414817088668,0.122317571552768,10.806486354217,0.762895673594698,115.116968901089,1.36448580506924,12.1696665134971,2.29467212638019
39.5,mean,20.0487588177168,347.813240355988,85.7323664680522,0.115642272103227,59.8653546778252,0.10343107720326,110.870081753824,19.4924389580414,3.51046101508068,29.2050253311735,2.7549130461828,1.98874048644412,0.0751615350178568,0.484925396455583,0.0900733753468626,31.8350791126497,648.753659565872,22.6122078916659,86.322500000748,0.115642272103227,62.24471842564,1.98874048644412,0.10343107720326,19.4762062557929,1.14363757522332,468.29530375492,2.7549130461828,29.1737349140473,3.50148745948407
39.5,sd,8.15994376435176,121.407458729733,9.74179119570036,0.0834673222549533,36.5307974378047,0.133822348586848,15.0033503715068,10.4516838577889,2.24935485353375,11.6421898403494,1.35649259826281,1.01997542607103,0.0786572957841605,0.308449789648864,0.118307964570447,15.4825787594445,197.062649108734,9.31657960889193,9.65299408767145,0.0834673222549533,40.8923484620236,1.01997542607103,0.133822348586848,10.5249726164141,0.698700207661741,113.877162519478,1.35649259826281,11.7329433967637,2.24894232083353
40.5,mean,18.596795429459,314.765144306855,85.4903500070286,0.106241301501486,50.7395074283179,0.126031316770458,108.484278185225,18.5041955511256,3.63169817909906,28.353183170929,2.61719964591139,1.84450987988303,0.0649227288730351,0.459301111450409,0.0788314719982827,31.0381975172218,597.876038566809,21.1629802969249,86.0201662163609,0.106241301501486,54.2829981180989,1.84450987988303,0.126031316770458,18.4454086779513,1.08930631386633,442.317930372411,2.61719964591139,28.4059056327737,3.62139286500418
40.5,sd,8.36106588915841,123.615138804906,9.58662991866391,0.0744121618292885,34.9081614326697,0.151074884728816,15.7621518455086,10.3540621984549,2.22940288063165,11.611276162553,1.3648613040152,1.01406605136436,0.0753160748710663,0.274653284705319,0.101712629387667,15.3345459911474,197.825279628667,9.38014640719684,9.57517625863889,0.0744121618292885,39.6661987593203,1.01406605136436,0.151074884728816,10.4067364648368,0.673369899991584,120.10850513628,1.3648613040152,11.6529137248846,2.22955203734262
41.5,mean,16.5021977869297,277.879420010906,83.9731634293603,0.102723623212823,42.1322889560758,0.160064016581633,106.101282705874,16.8756363630626,3.65405068132994,26.2528225461191,2.42152865208039,1.69042565979724,0.0529120993259518,0.421741196438671,0.0764762728904197,29.0856491047193,539.810758546663,19.2518263803695,84.4501578418203,0.102723623212823,47.5052802172816,1.69042565979724,0.160064016581633,16.8353705750186,1.07860086983294,408.467556680474,2.42152865208039,26.4142738901654,3.64245848853894
41.5,sd,8.32358108924591,128.115770282234,12.3262431648863,0.072405544363705,33.1811809834157,0.165526610939502,18.2008909194768,10.3171664998985,2.14951450763817,11.5540003972305,1.40723690400373,1.06908152864105,0.0588619898516546,0.255868049235097,0.162446980565101,15.1926425457443,200.113792104093,9.22141790680447,12.5246603607869,0.072405544363705,38.8693226264318,1.06908152864105,0.165526610939502,10.3478133102617,1.13521558990513,133.884511253597,1.40723690400373,11.6013906115411,2.14899418206895
42.5,mean,14.6133037080973,241.511299745342,80.0037824811327,0.0974651916388281,36.2157272728215,0.185740391839228,104.465550242678,14.9881360282864,3.66061010374302,23.926181853599,2.20971405520936,1.62630860750406,0.0448979857621488,0.400756748690273,0.101881873417477,26.6903372671005,481.943104958887,17.7216198361254,80.4227996593373,0.0974651916388281,42.8310071497373,1.62630860750406,0.185740391839228,14.9717730206917,1.2435901869892,373.05014385008,2.20971405520936,24.3045340607732,3.64703122138628
42.5,sd,8.33666567292828,134.77664181213,17.6700102064353,0.0652839696970616,33.1413930372755,0.168408372381602,22.5248302033925,10.3677697333116,2.10904234432858,11.9203862059343,1.48644492992111,1.27338568122936,0.0523798782890558,0.278938046221039,0.279548603907184,15.3951277745763,207.646971915191,9.25175150775676,18.1195380708843,0.0652839696970616,39.2077902884797,1.27338568122936,0.168408372381602,10.4090004744189,1.97584112580105,152.264668269195,1.48644492992111,12.1498728686766,2.11186044676312
43.5,mean,13.4091663582972,220.75994522092,79.1936349320351,0.0911341553393579,30.681266086252,0.208556614267404,101.543910114254,14.0968960194983,3.57660063728033,22.7604372953233,2.11707692705869,1.48310665332903,0.0389693425045944,0.39929171206724,0.0974111733094251,25.4444717600285,449.680631696254,16.6471950292182,79.5806604739929,0.0911341553393579,38.9076113705833,1.48310665332903,0.208556614267404,14.1013674617428,1.20677713854131,353.658802191402,2.11707692705869,23.276301198997,3.56268829722555
43.5,sd,8.54552247891232,135.682641867212,16.8821708969211,0.0597040770931153,31.8076973080535,0.17065674749913,22.5025459628644,10.3614685892485,2.14457469484026,12.0054850156135,1.51553761002643,1.26936957823938,0.0486792446730617,0.269971459393016,0.267459959369105,15.4727780056181,209.797754790653,9.42875201869865,17.3541497773938,0.0597040770931153,38.9470130345978,1.26936957823938,0.17065674749913,10.4157864946616,1.88817243780348,157.559358305367,1.51553761002643,12.2008791773651,2.14956094094601
44.5,mean,12.772442332684,211.305187574663,79.6068053061461,0.0921594474389832,27.2577185323705,0.220260005447731,98.6877875418198,13.8737044502815,3.50592760830985,22.3021161199072,2.0896342574696,1.34710086417915,0.0362881926084759,0.401070878041107,0.0791636722855749,25.0669723795297,434.221223538491,15.9454671432464,79.9953165303505,0.0921594474389832,36.4886925855224,1.34710086417915,0.220260005447731,13.9025401194208,1.0785453167223,346.629134540908,2.0896342574696,22.8402304266676,3.489960514514
44.5,sd,8.67364584257977,134.354926020687,14.9660425076481,0.0621826726142206,29.7434273050067,0.168359502584925,21.6188114329417,10.4039583057472,2.27951100265231,11.9723133250537,1.55459489512624,1.14894329924361,0.0479600437830019,0.249731748019458,0.214054530311683,15.4595877118725,210.871079077692,9.58593295390835,15.2986854951571,0.0621826726142206,38.2933566896794,1.14894329924361,0.168359502584925,10.4620890100462,1.4996809165619,157.78949800433,1.55459489512624,12.1138467578731,2.28257121490927
45.5,mean,11.8997316819313,198.99525977859,80.0041490330219,0.0820929758654326,22.9117406338409,0.235021419111236,95.3612373675326,13.3836229092375,3.39093042199264,21.3440155043788,1.98978480950512,1.20388803073649,0.0333909178166833,0.375148797928451,0.0596247599343103,24.1183625717577,413.973473779241,15.0033461948983,80.3871583379829,0.0820929758654326,33.3342830586596,1.20388803073649,0.235021419111236,13.4810438876679,0.920748177865055,336.304769669036,1.98978480950512,21.8683176674135,3.37340177736454
45.5,sd,8.81058867973743,134.117317611359,13.4644526200525,0.0538328806068942,26.9427992580959,0.166473831456176,20.4727545363462,10.4626081027834,2.35206525776326,11.9517593596987,1.561325245056,1.00279782192049,0.0449567051469034,0.216311998906082,0.117874149856684,15.3734652185805,213.691123573528,9.71030842297124,13.6384835688166,0.0538328806068942,37.5428640120239,1.00279782192049,0.166473831456176,10.5308049265678,0.869922664402553,160.346336217578,1.561325245056,11.9654294981195,2.35365637640522
46.5,mean,11.2361498712286,186.226115774317,79.6359843909026,0.0784444806138609,20.0027922045606,0.246092057484735,93.4497627866554,12.8561695569555,3.35888071718603,20.6013391389197,1.8781037067413,1.12838863159561,0.0325658284445138,0.359739498250985,0.0563667056599683,23.4554181510139,395.150417480691,14.3988899586155,79.9890670809384,0.0784444806138609,31.067303455486,1.12838863159561,0.246092057484735,12.9871838746502,0.871117744812995,324.610212650234,1.8781037067413,21.0949006580371,3.34196297125783
46.5,sd,8.88981742741186,132.399877006649,13.8258036608502,0.0504992828600013,24.985053363588,0.163200585427429,20.5907085442266,10.5241262835867,2.46354733583498,12.2201172876388,1.52714121686133,0.965113749126911,0.0454949352178856,0.224076287268586,0.0886442332286059,15.6854881032247,212.671541002642,9.78520118366967,13.9712072593154,0.0504992828600013,37.0692627892776,0.965113749126911,0.163200585427429,10.5784303899021,0.65702826022958,164.201180605961,1.52714121686133,12.2300308804439,2.46495045573098
47.5,mean,10.6255397730321,177.185471970582,79.0712519311467,0.0743670561855575,18.4290937191908,0.253415757485638,91.4874536612671,12.4907855267352,3.23940410125169,19.9909214809201,1.77059072356054,1.08905481630027,0.0338281805360169,0.347089198991504,0.0566335271897446,22.6642036956867,381.102614099487,13.8564241977915,79.4080567605011,0.0743670561855575,29.7801367697015,1.08905481630027,0.253415757485638,12.6181385287761,0.854916948292393,315.277978474705,1.77059072356054,20.4342578862621,3.22256401666673
47.5,sd,8.91805471512069,131.486962422,14.2678755655694,0.0471923953139071,23.7273312086335,0.159905466874624,20.9693978107497,10.5910267470793,2.52427341156822,12.5140909963807,1.48326515179452,0.966451683460995,0.0763655739426765,0.22810871063485,0.0910493734687693,15.876048870192,213.865284736218,9.90572764760845,14.3703214681831,0.0471923953139071,36.7796976468671,0.966451683460995,0.159905466874624,10.6550513333682,0.671416852774637,167.755478170571,1.48326515179452,12.4750440861663,2.52607304262904
48.5,mean,10.2053837473658,168.663341593508,78.6611431809436,0.0702933341837403,16.679552324126,0.263626504138044,90.5333837552065,12.1953199242354,3.26808916235992,19.6885184349177,1.71531535217338,1.04046524508689,0.0291357385094535,0.345298525556558,0.0559986790948552,22.3796549254872,367.668478556294,13.2961955030869,78.9576814650731,0.0702933341837403,28.39277906995,1.04046524508689,0.263626504138044,12.3040608797633,0.824985704899679,307.190500256423,1.71531535217338,20.09629700034,3.2506704046019
48.5,sd,8.68215737832157,128.828258334981,14.1895522276601,0.0459614323045597,22.0415117152488,0.157812901625414,20.4112443936255,10.4927645339153,2.52400677168941,12.2362607837543,1.44536952666834,0.925840583733898,0.0452547341953223,0.223490146333061,0.0901153561201025,15.6628553798547,209.927163306789,9.47281681267843,14.2694444032409,0.0459614323045597,36.4079080895542,0.925840583733898,0.157812901625414,10.55528148125,0.645027605185679,168.789272967595,1.44536952666834,12.2346903825152,2.5262734916396
49.5,mean,10.2122880785277,168.532856379108,79.4423708112307,0.0683071129291769,16.6420231267705,0.272039920458258,90.7458481259944,12.4222722419123,3.27646900923308,19.8307519917306,1.70693240135357,1.05392237453149,0.0283650911057824,0.345943597940223,0.0570809632936575,22.7225236562072,368.132686480773,13.0854492081219,79.7286356283894,0.0683071129291769,28.2639562312033,1.05392237453149,0.272039920458258,12.5298092483001,0.794814065348283,307.975011249577,1.70693240135357,20.1720539297905,3.25794835189369
49.5,sd,8.59677607306308,126.160796513114,14.4644400812649,0.0466009808896933,21.4123228831977,0.153759762362372,20.680288873962,10.5125548063718,2.57159013989401,12.0304370736641,1.4329458889968,0.916070156424431,0.0423697475035228,0.226667205215444,0.0912252124523983,15.6321689172081,206.407159716679,9.27591826131231,14.5595662988222,0.0466009808896933,36.1082436887732,0.91607015642443,0.153759762362372,10.5705106537145,0.622163727437641,167.392069846578,1.4329458889968,12.0553368221689,2.57238876309007
50.5,mean,10.1779724961228,165.944895138553,80.0729685782493,0.0680537488416123,15.8854647469368,0.285462976630995,90.9550048524527,12.4883773242641,3.33183557459105,19.8716765450652,1.67561345621189,1.04768446589638,0.029683398891401,0.331908031173919,0.0594346093069633,22.8657840285736,366.597929030626,13.0689996969362,80.3576675726195,0.0680537488416123,27.8563858592102,1.04768446589626,0.285462976630995,12.6317697112597,0.776753350359681,306.113721272141,1.67561345621189,20.2766603200741,3.31361052121763
50.5,sd,8.39920576918365,123.527016357468,14.9205554106881,0.0480640684240181,20.5100751758064,0.153742306575826,20.5534551293781,10.409983320747,2.54573146187624,11.8532838110271,1.37224190365964,0.889048329814508,0.0455290882018282,0.22431243905347,0.0942588797380683,15.507458344559,200.36792200781,9.06439969492154,15.0053899224871,0.0480640684240181,35.8603604449495,0.889048329814636,0.153742306575826,10.4565799677936,0.619415633119138,166.432755812579,1.37224190365964,11.9145549266119,2.54611336634703
51.5,mean,10.2116045364342,164.546087864148,80.8096092583934,0.0639917706737555,15.1658674824337,0.305180269057053,91.8677300546402,12.5813054003391,3.50650414833959,19.8317402857583,1.63411148794034,1.06271183043803,0.0315061599108338,0.301116240154588,0.0570731949489033,23.0053899817331,364.73276325287,13.1782170412432,81.1073921913024,0.0639917706737555,27.3022963657796,1.06271183043803,0.305180269057053,12.7118786873053,0.751768800486608,304.231022940811,1.63411148794034,20.2551886929969,3.48843240897863
51.5,sd,7.98146236799404,118.34155654827,16.1774429539045,0.0460211525019617,19.6772082678152,0.154232538911707,20.3090779696165,10.1685530190733,2.54610196820387,11.6389780031369,1.31947137627024,0.850362729693794,0.0573802210119946,0.224559192278254,0.0932410763109377,15.1902610551226,191.084276467552,8.75593445517624,16.2931163752938,0.0460211525019617,35.7456460700539,0.850362729693794,0.154232538911707,10.1980697713584,0.62409026499889,162.921717033416,1.31947137627024,11.739776348728,2.54847983760492
52.5,mean,9.7645085037184,158.902291824358,80.0383553829426,0.0633005063139838,14.7451711617074,0.317225076029367,91.0349909012096,12.1169189369757,3.46140517545961,19.2901569002752,1.58501396964717,1.04906586403253,0.0327532578426345,0.287256184437306,0.0558233175117236,22.29747022153,355.125380743117,12.9195280924419,80.3312004166371,0.0633005063139838,26.8703094182677,1.04906586403253,0.317225076029367,12.2698388967415,0.754386079846978,298.576453601287,1.58501396964717,19.6781253181133,3.4443058177686
52.5,sd,7.58428841929587,113.925080305343,17.327082424033,0.0483350910274959,19.4441243146069,0.155116747055446,20.2657592100264,9.82546695583289,2.61587313561306,11.414711353185,1.29322252708637,0.846087253067395,0.0537330661709354,0.222623011132698,0.0999461322099521,14.8178686690716,181.895890922205,8.50633496091203,17.4116374249247,0.0483350910274959,35.7617034760478,0.846087253067395,0.155116747055446,9.84082519768862,0.697717963419064,161.26271575936,1.29322252708637,11.5244523848113,2.61863556403632
53.5,mean,9.45631801406368,156.220466179795,79.5051943359295,0.0626030459023563,14.0383453986625,0.323654760560839,90.2584472652408,11.8601397177503,3.49462790906007,19.0006866083398,1.60668247749556,1.00492566407742,0.0341630090584376,0.285210875668085,0.0506346659302725,21.9962187613986,348.300662982091,12.6870433045843,79.8167727041068,0.0626030459023563,26.3093256598518,1.00492566407742,0.323654760560839,12.0074638425537,0.730725170094813,296.768694955085,1.60668247749556,19.3564092395404,3.47867641288633
53.5,sd,7.2714457555795,111.184545623124,19.2876591124659,0.0448866302204769,18.657652572413,0.155811059404709,20.3194113877707,9.52775634895779,2.72621245543167,11.1427896412899,1.30084935037504,0.785013015974191,0.0543350138046744,0.233107852580346,0.0918405551730962,14.3961021672235,176.006804147457,8.29287731874154,19.3294276157446,0.0448866302204769,35.6362199871645,0.785013015974191,0.155811059404709,9.50890813671265,0.656198769019692,160.316106791892,1.30084935037504,11.2396002480532,2.72938980579922
54.5,mean,9.21345310312139,149.810576663534,77.4372795706021,0.0678214299620869,14.0492390791394,0.326136609861092,89.9088258898383,11.426334860252,3.66165747747674,18.5888394966009,1.60729909789351,0.998241627410054,0.0341700842440519,0.294121239450178,0.0591811975865237,21.5908151381027,338.778358244891,12.8014723553824,77.8182108698372,0.0678214299620869,26.0801853959801,0.998241627410054,0.326136609861092,11.6094452654639,0.804629826197035,291.368492351159,1.60729909789351,18.9366247030786,3.64372957875153
54.5,sd,7.30478529848583,115.857120248301,22.3535278999675,0.0484966918701402,21.7564728143923,0.156607319563249,25.0626689081754,9.5854062027784,2.93418469736449,11.6507662321356,1.33017272185123,1.06904491649604,0.0604643479473479,0.26270626455091,0.197862028948187,14.7080068677134,178.558479900095,8.55813574276276,22.422004410099,0.0484966918701402,36.6373129492462,1.06904491649604,0.156607319563249,9.56378519445888,1.43262097184878,166.797119138489,1.33017272185123,11.6965687130116,2.93842948310484
55.5,mean,9.23798017316267,149.281548784738,72.8277452644705,0.0673630360447831,15.0229908257713,0.323430435950048,88.2241851295408,11.514261047438,3.97737558903738,18.5516411254458,1.6862748508796,1.05598170803444,0.0327494941300307,0.287509401818676,0.0762618756703542,21.7583986197772,335.0702440816,13.0419166220987,73.2644680036686,0.0673630360447831,26.7297624394795,1.05598170803444,0.323430435950048,11.6676624195928,0.925010741736211,291.136564504261,1.6862748508796,18.8812802226066,3.95728734930391
55.5,sd,7.54597818689891,124.772555626002,26.1338896588907,0.0459657623409967,26.0855605561146,0.155525933511454,32.3503898085144,10.1294344518715,3.41752189944956,12.3379353861869,1.42772710757138,1.43253547090546,0.0569593865631226,0.287550204044915,0.301094107762731,15.4016010285505,190.90682460112,9.0803583578356,26.1778621589112,0.0459657623409967,38.13368084096,1.43253547090546,0.155525933511454,10.1391530301242,2.19366953896036,176.958368371274,1.42772710757138,12.4398709401185,3.42192632119603
56.5,mean,9.37928660373624,148.677786711535,70.6759847491458,0.068916543224832,14.2159011621155,0.323404172393107,85.3423173310349,11.8527896109737,4.31941412803128,18.9652070060772,1.76579254547676,0.978670043788978,0.030592311148678,0.28499513254531,0.0656439745291148,22.3672895042296,332.83906651665,13.2650079416214,71.0928418173256,0.068916543224832,26.0647330004618,0.978670043788978,0.323404172393107,11.9865906632415,0.870240099343806,292.814704111355,1.76579254547676,19.2680041845852,4.30045586132301
56.5,sd,7.81835182881147,126.755083182311,27.6285963618879,0.0505790776178959,24.2564833367573,0.154434150346481,32.7824288141944,10.7491547794687,3.96781865832303,13.1079533500769,1.51610091854996,1.29108374153847,0.0523710517252327,0.283529034740939,0.256562408433161,16.2643198376092,194.55083186531,9.25045137280999,27.6598711957397,0.0505790776178959,37.5169776936425,1.29108374153847,0.154434150346481,10.7155820253817,1.88828026659632,180.79169853614,1.51610091854996,13.2919355888225,3.97322466775953
57.5,mean,9.55015792214204,148.467406832923,70.0451690883365,0.0704224769747757,13.0842762883213,0.316928772929277,83.4867656948339,11.9891710495586,4.61679329492847,18.8474070999326,1.81843296008922,0.9080181510805,0.032779059970025,0.275234169147551,0.053911303275282,22.3133688390941,332.215701940567,13.6421188507028,70.4595475937153,0.0704224769747757,25.3009130357784,0.9080181510805,0.316928772929277,12.0899468299766,0.816040598616875,294.065100268087,1.81843296008922,19.1470618380437,4.59976973701801
57.5,sd,8.00283448462577,128.692567982323,28.9286394791374,0.0503532969303066,21.8903964165821,0.151165490436054,32.4693417177388,11.2218537446482,4.4392493668014,13.6007707720925,1.58948898547726,1.10221120405444,0.0591381640922386,0.282282971600072,0.201987568927311,16.7336460068669,196.7704202112,9.42113490946182,28.9556530867006,0.0503532969303066,36.847771828925,1.10221120405444,0.151165490436054,11.1410786693079,1.51369441389771,184.064081017214,1.58948898547726,13.8342327241291,4.44396410611208
58.5,mean,9.79465177908918,149.657158478546,67.9966811248147,0.0706802913760286,13.4211846855019,0.322081735057188,83.6844420021987,12.5104098473884,4.99499810203407,19.2902787254694,1.8918629016061,0.989650805403139,0.0336375515115992,0.289326346999427,0.0644353885037515,23.1687587016053,335.115431103844,14.1987528244228,68.4586779009027,0.0706802913760286,25.5594169482856,0.989650805403139,0.322081735057188,12.5526950399464,0.920357872461681,295.92698784688,1.8918629016061,19.6553283331809,4.97792852488984
58.5,sd,8.37804361564897,135.861322644799,30.4191948264,0.0494503397270913,25.1621231186941,0.14561608270809,35.8627748935893,11.8064022638795,4.88177123760799,14.2559556712046,1.66903082334374,1.36177229607497,0.0658718857496479,0.311610980080047,0.271111037256415,17.4635067812997,205.912630329452,9.92967210357592,30.4494727654806,0.0494503397270913,38.0506631575689,1.36177229607497,0.14561608270809,11.6934620954996,2.01677034831947,191.450843966121,1.66903082334374,14.528300479857,4.88724576650215
59.5,mean,10.6357670924173,160.326599142268,66.8584392561718,0.0726429348122584,13.7878667337146,0.315855506966178,83.8861596522039,13.4474188781745,5.37552567516186,20.2947538184271,2.05381413500862,1.05709191698611,0.0363953301051629,0.273974570532864,0.0550777096294685,24.5305214448439,352.949912188216,15.1888754405962,67.3324841432154,0.0726429348122584,25.8633929248,1.05709191698611,0.315855506966178,13.5101581577975,0.889681583808976,309.314795774509,2.05381413500862,20.6140447396245,5.36029303617231
59.5,sd,8.50917158972065,137.990181016778,31.5069144460687,0.0518516781277644,24.5592522590933,0.139704661454643,35.8736861229054,12.2548030832672,5.02979092495364,14.6605747481858,1.71331786022781,1.31739997457797,0.0781631135739042,0.303571373651983,0.243584958449525,17.8916819953553,208.666774077489,10.0916077951474,31.5154344737196,0.0518516781277644,37.7261760515562,1.31739997457797,0.139704661454643,12.1211138487763,1.85821713341411,190.311266900994,1.71331786022781,14.9821063178016,5.03596280003716
60.5,mean,11.3772831212963,175.262051536193,65.486593647421,0.0676990294630108,13.5374400634917,0.302506698367938,83.0447552853763,14.475611469674,5.78268077714179,21.0883664899876,2.28445480495168,1.03698021948011,0.0389936904575304,0.267089558677891,0.0349051779150816,25.5334288304645,370.434172535159,15.8648366257162,65.9798096078583,0.0676990294630108,25.8648373036838,1.03698021948011,0.302506698367938,14.5528027877535,0.74956244240121,329.037038647687,2.28445480495168,21.3198558934923,5.76817690077476
60.5,sd,8.58866978958526,140.360801029108,31.8924308535414,0.0491539504922446,21.0759699135647,0.127520083403359,34.8189260904244,12.5493428305633,5.0769379316279,14.6388939600355,1.73632548839819,1.07336411606158,0.0780758710021258,0.302351129111117,0.168835313438891,17.8693234428824,212.851632143367,9.96230462313334,31.8402992032524,0.0491539504922446,36.4581699443517,1.07336411606158,0.127520083403359,12.4775751966165,1.34666948117926,186.1629768508,1.73632548839819,15.0131168470447,5.08373999356458
