y,genus,mean_annual
-89.5,genus_AAA300-D14,
-88.5,genus_AAA300-D14,
-87.5,genus_AAA300-D14,
-86.5,genus_AAA300-D14,
-85.5,genus_AAA300-D14,
-84.5,genus_AAA300-D14,
-83.5,genus_AAA300-D14,
-82.5,genus_AAA300-D14,
-81.5,genus_AAA300-D14,
-80.5,genus_AAA300-D14,
-79.5,genus_AAA300-D14,
-78.5,genus_AAA300-D14,
-77.5,genus_AAA300-D14,
-76.5,genus_AAA300-D14,
-75.5,genus_AAA300-D14,
-74.5,genus_AAA300-D14,
-73.5,genus_AAA300-D14,
-72.5,genus_AAA300-D14,
-71.5,genus_AAA300-D14,
-70.5,genus_AAA300-D14,0.320574813656316
-69.5,genus_AAA300-D14,0.453606795734651
-68.5,genus_AAA300-D14,0.419258755266265
-67.5,genus_AAA300-D14,0.428247021214879
-66.5,genus_AAA300-D14,0.41997926877945
-65.5,genus_AAA300-D14,0.389112912825769
-64.5,genus_AAA300-D14,0.400193235663153
-63.5,genus_AAA300-D14,0.405684724615321
-62.5,genus_AAA300-D14,0.401071634579675
-61.5,genus_AAA300-D14,0.393060243613889
-60.5,genus_AAA300-D14,0.386874343889797
-59.5,genus_AAA300-D14,0.377397994805256
-58.5,genus_AAA300-D14,0.36894852923277
-57.5,genus_AAA300-D14,0.358159467077637
-56.5,genus_AAA300-D14,0.348731861493164
-55.5,genus_AAA300-D14,0.340316154293344
-54.5,genus_AAA300-D14,0.328228944134018
-53.5,genus_AAA300-D14,0.319787637636906
-52.5,genus_AAA300-D14,0.320495120754004
-51.5,genus_AAA300-D14,0.32680626782259
-50.5,genus_AAA300-D14,0.331102117086994
-49.5,genus_AAA300-D14,0.348005366936626
-48.5,genus_AAA300-D14,0.372703912297354
-47.5,genus_AAA300-D14,0.395329087515961
-46.5,genus_AAA300-D14,0.42114270665949
-45.5,genus_AAA300-D14,0.444600084094021
-44.5,genus_AAA300-D14,0.468935508988468
-43.5,genus_AAA300-D14,0.500418899371202
-42.5,genus_AAA300-D14,0.544264997275177
-41.5,genus_AAA300-D14,0.601136160947138
-40.5,genus_AAA300-D14,0.682627958127607
-39.5,genus_AAA300-D14,0.771454217834095
-38.5,genus_AAA300-D14,0.870036203473397
-37.5,genus_AAA300-D14,0.971574011822421
-36.5,genus_AAA300-D14,1.08209253711106
-35.5,genus_AAA300-D14,1.18641107021254
-34.5,genus_AAA300-D14,1.29508308024715
-33.5,genus_AAA300-D14,1.41142072548006
-32.5,genus_AAA300-D14,1.49728983141599
-31.5,genus_AAA300-D14,1.58236142269463
-30.5,genus_AAA300-D14,1.62911954008515
-29.5,genus_AAA300-D14,1.6290359979549
-28.5,genus_AAA300-D14,1.61068160338255
-27.5,genus_AAA300-D14,1.57033797103056
-26.5,genus_AAA300-D14,1.52081881696417
-25.5,genus_AAA300-D14,1.47242504400553
-24.5,genus_AAA300-D14,1.43200479704689
-23.5,genus_AAA300-D14,1.38026023486847
-22.5,genus_AAA300-D14,1.33430322557984
-21.5,genus_AAA300-D14,1.28736025665606
-20.5,genus_AAA300-D14,1.24113916942526
-19.5,genus_AAA300-D14,1.18370225085689
-18.5,genus_AAA300-D14,1.14957753245882
-17.5,genus_AAA300-D14,1.11186302136424
-16.5,genus_AAA300-D14,1.07651361039907
-15.5,genus_AAA300-D14,1.05420549848705
-14.5,genus_AAA300-D14,1.03189712750882
-13.5,genus_AAA300-D14,1.0068333353001
-12.5,genus_AAA300-D14,0.982749750400978
-11.5,genus_AAA300-D14,0.950049983274329
-10.5,genus_AAA300-D14,0.912223954746628
-9.5,genus_AAA300-D14,0.881836486501972
-8.5,genus_AAA300-D14,0.849856676874032
-7.5,genus_AAA300-D14,0.82941209312908
-6.5,genus_AAA300-D14,0.813309994385673
-5.5,genus_AAA300-D14,0.801575231916742
-4.5,genus_AAA300-D14,0.796850983539813
-3.5,genus_AAA300-D14,0.798156902394419
-2.5,genus_AAA300-D14,0.795242646547143
-1.5,genus_AAA300-D14,0.779846631091726
-0.5,genus_AAA300-D14,0.755922235499736
0.5,genus_AAA300-D14,0.774318216592303
1.5,genus_AAA300-D14,0.820244385182278
2.5,genus_AAA300-D14,0.839374994848027
3.5,genus_AAA300-D14,0.837626406072387
4.5,genus_AAA300-D14,0.852486447878682
5.5,genus_AAA300-D14,0.864156994004824
6.5,genus_AAA300-D14,0.869363033651781
7.5,genus_AAA300-D14,0.877926644583315
8.5,genus_AAA300-D14,0.888219181813844
9.5,genus_AAA300-D14,0.890123884041639
10.5,genus_AAA300-D14,0.903736628757081
11.5,genus_AAA300-D14,0.904538814886758
12.5,genus_AAA300-D14,0.924819748313484
13.5,genus_AAA300-D14,0.942867251572497
14.5,genus_AAA300-D14,0.959766157625055
15.5,genus_AAA300-D14,0.982590176519742
16.5,genus_AAA300-D14,1.01856810574189
17.5,genus_AAA300-D14,1.03438670351184
18.5,genus_AAA300-D14,1.06219947449574
19.5,genus_AAA300-D14,1.07973841460315
20.5,genus_AAA300-D14,1.11333346218947
21.5,genus_AAA300-D14,1.1586109708977
22.5,genus_AAA300-D14,1.19823640122573
23.5,genus_AAA300-D14,1.22167317318347
24.5,genus_AAA300-D14,1.25091474360903
25.5,genus_AAA300-D14,1.32590368154744
26.5,genus_AAA300-D14,1.38091281951545
27.5,genus_AAA300-D14,1.40122474611596
28.5,genus_AAA300-D14,1.40328905518057
29.5,genus_AAA300-D14,1.44139181376389
30.5,genus_AAA300-D14,1.42813195519492
31.5,genus_AAA300-D14,1.38789716659575
32.5,genus_AAA300-D14,1.31954672303415
33.5,genus_AAA300-D14,1.2594516286987
34.5,genus_AAA300-D14,1.23155339632405
35.5,genus_AAA300-D14,1.15997834747122
36.5,genus_AAA300-D14,1.08540638588752
37.5,genus_AAA300-D14,1.01246793687437
38.5,genus_AAA300-D14,0.893316282439053
39.5,genus_AAA300-D14,0.823568447151446
40.5,genus_AAA300-D14,0.723845117246057
41.5,genus_AAA300-D14,0.623536396225051
42.5,genus_AAA300-D14,0.53878243682666
43.5,genus_AAA300-D14,0.476599844087749
44.5,genus_AAA300-D14,0.450807638714951
45.5,genus_AAA300-D14,0.397012298078495
46.5,genus_AAA300-D14,0.350276806936224
47.5,genus_AAA300-D14,0.324308910353989
48.5,genus_AAA300-D14,0.296258629526104
49.5,genus_AAA300-D14,0.290098493412939
50.5,genus_AAA300-D14,0.275590480826193
51.5,genus_AAA300-D14,0.252690713618312
52.5,genus_AAA300-D14,0.244261037868198
53.5,genus_AAA300-D14,0.242080727115084
54.5,genus_AAA300-D14,0.23176388053195
55.5,genus_AAA300-D14,0.228975099811452
56.5,genus_AAA300-D14,0.218833209532544
57.5,genus_AAA300-D14,0.20341147163077
58.5,genus_AAA300-D14,0.191950862874812
59.5,genus_AAA300-D14,0.197983864234811
60.5,genus_AAA300-D14,0.206851607045766
61.5,genus_AAA300-D14,0.219582291983648
62.5,genus_AAA300-D14,0.227100580680131
63.5,genus_AAA300-D14,0.242528074257218
64.5,genus_AAA300-D14,0.242516481887871
65.5,genus_AAA300-D14,0.282316380033664
66.5,genus_AAA300-D14,0.268982554881769
67.5,genus_AAA300-D14,0.265933350183968
68.5,genus_AAA300-D14,0.287850214472337
69.5,genus_AAA300-D14,0.298910286494147
70.5,genus_AAA300-D14,0.313929520456412
71.5,genus_AAA300-D14,0.306923114348046
72.5,genus_AAA300-D14,0.296994031925266
73.5,genus_AAA300-D14,0.327792038916183
74.5,genus_AAA300-D14,0.335522757581049
75.5,genus_AAA300-D14,0.339541711763425
76.5,genus_AAA300-D14,0.381594536717411
77.5,genus_AAA300-D14,0.405647361671267
78.5,genus_AAA300-D14,0.414265138482184
79.5,genus_AAA300-D14,0.422901316211476
80.5,genus_AAA300-D14,0.397312456574717
81.5,genus_AAA300-D14,0.463060964413417
82.5,genus_AAA300-D14,
83.5,genus_AAA300-D14,
84.5,genus_AAA300-D14,
85.5,genus_AAA300-D14,
86.5,genus_AAA300-D14,
87.5,genus_AAA300-D14,
88.5,genus_AAA300-D14,
89.5,genus_AAA300-D14,
-89.5,genus_AAA536-G10,
-88.5,genus_AAA536-G10,
-87.5,genus_AAA536-G10,
-86.5,genus_AAA536-G10,
-85.5,genus_AAA536-G10,
-84.5,genus_AAA536-G10,
-83.5,genus_AAA536-G10,
-82.5,genus_AAA536-G10,
-81.5,genus_AAA536-G10,
-80.5,genus_AAA536-G10,
-79.5,genus_AAA536-G10,
-78.5,genus_AAA536-G10,
-77.5,genus_AAA536-G10,
-76.5,genus_AAA536-G10,
-75.5,genus_AAA536-G10,
-74.5,genus_AAA536-G10,
-73.5,genus_AAA536-G10,
-72.5,genus_AAA536-G10,
-71.5,genus_AAA536-G10,
-70.5,genus_AAA536-G10,1.17956481874972
-69.5,genus_AAA536-G10,1.61154960396154
-68.5,genus_AAA536-G10,1.45199064872301
-67.5,genus_AAA536-G10,1.49295333966703
-66.5,genus_AAA536-G10,1.47934013756962
-65.5,genus_AAA536-G10,1.4588142854428
-64.5,genus_AAA536-G10,1.53121783759622
-63.5,genus_AAA536-G10,1.53790140008159
-62.5,genus_AAA536-G10,1.55287913635631
-61.5,genus_AAA536-G10,1.56943556130951
-60.5,genus_AAA536-G10,1.6232941526304
-59.5,genus_AAA536-G10,1.64862144801319
-58.5,genus_AAA536-G10,1.67321526451752
-57.5,genus_AAA536-G10,1.71585617694283
-56.5,genus_AAA536-G10,1.75852684356118
-55.5,genus_AAA536-G10,1.80944798708219
-54.5,genus_AAA536-G10,1.84267070602117
-53.5,genus_AAA536-G10,1.87137826492045
-52.5,genus_AAA536-G10,1.91606012913934
-51.5,genus_AAA536-G10,2.00043369474785
-50.5,genus_AAA536-G10,2.09553589663246
-49.5,genus_AAA536-G10,2.24004979796471
-48.5,genus_AAA536-G10,2.40447729086587
-47.5,genus_AAA536-G10,2.55871332505559
-46.5,genus_AAA536-G10,2.73679640131875
-45.5,genus_AAA536-G10,2.94220393539786
-44.5,genus_AAA536-G10,3.20242491809097
-43.5,genus_AAA536-G10,3.48752268251002
-42.5,genus_AAA536-G10,3.80210233641558
-41.5,genus_AAA536-G10,4.17399124537191
-40.5,genus_AAA536-G10,4.58032594896575
-39.5,genus_AAA536-G10,5.01203268283042
-38.5,genus_AAA536-G10,5.44249967833358
-37.5,genus_AAA536-G10,5.86783776198653
-36.5,genus_AAA536-G10,6.27117387522082
-35.5,genus_AAA536-G10,6.6786102545828
-34.5,genus_AAA536-G10,7.0938103509834
-33.5,genus_AAA536-G10,7.53230216248147
-32.5,genus_AAA536-G10,7.90632799817868
-31.5,genus_AAA536-G10,8.33660827276874
-30.5,genus_AAA536-G10,8.65744342572787
-29.5,genus_AAA536-G10,8.88650517941714
-28.5,genus_AAA536-G10,9.07995415480408
-27.5,genus_AAA536-G10,9.23411779647357
-26.5,genus_AAA536-G10,9.31769108807745
-25.5,genus_AAA536-G10,9.40529685592016
-24.5,genus_AAA536-G10,9.53793729134697
-23.5,genus_AAA536-G10,9.575749810912
-22.5,genus_AAA536-G10,9.60298604518584
-21.5,genus_AAA536-G10,9.60949898576602
-20.5,genus_AAA536-G10,9.57865681237944
-19.5,genus_AAA536-G10,9.46480719981946
-18.5,genus_AAA536-G10,9.41210413613855
-17.5,genus_AAA536-G10,9.34432236781161
-16.5,genus_AAA536-G10,9.26071383779465
-15.5,genus_AAA536-G10,9.23122268272115
-14.5,genus_AAA536-G10,9.16059060862215
-13.5,genus_AAA536-G10,9.05757255038413
-12.5,genus_AAA536-G10,8.94217453487403
-11.5,genus_AAA536-G10,8.75292319705073
-10.5,genus_AAA536-G10,8.55096356290552
-9.5,genus_AAA536-G10,8.41596312029845
-8.5,genus_AAA536-G10,8.27301213723582
-7.5,genus_AAA536-G10,8.16267706668583
-6.5,genus_AAA536-G10,8.06674887220389
-5.5,genus_AAA536-G10,8.00078732300175
-4.5,genus_AAA536-G10,7.92447684771429
-3.5,genus_AAA536-G10,7.86961275948504
-2.5,genus_AAA536-G10,7.82904452597584
-1.5,genus_AAA536-G10,7.77650519606061
-0.5,genus_AAA536-G10,7.76030377822908
0.5,genus_AAA536-G10,7.84648327650343
1.5,genus_AAA536-G10,8.05405732573918
2.5,genus_AAA536-G10,8.17382095565097
3.5,genus_AAA536-G10,8.21423191500892
4.5,genus_AAA536-G10,8.3272362881692
5.5,genus_AAA536-G10,8.37889577840978
6.5,genus_AAA536-G10,8.43693812028551
7.5,genus_AAA536-G10,8.50368635962721
8.5,genus_AAA536-G10,8.60529695711255
9.5,genus_AAA536-G10,8.71717866769422
10.5,genus_AAA536-G10,8.85014894725478
11.5,genus_AAA536-G10,8.88769419542958
12.5,genus_AAA536-G10,9.01827741268782
13.5,genus_AAA536-G10,9.11684024399545
14.5,genus_AAA536-G10,9.21378514051975
15.5,genus_AAA536-G10,9.32879005678232
16.5,genus_AAA536-G10,9.49330489180259
17.5,genus_AAA536-G10,9.51550333641083
18.5,genus_AAA536-G10,9.57154677911453
19.5,genus_AAA536-G10,9.62623411495516
20.5,genus_AAA536-G10,9.72541355360054
21.5,genus_AAA536-G10,9.85429565156241
22.5,genus_AAA536-G10,9.92462089194863
23.5,genus_AAA536-G10,9.91696751556506
24.5,genus_AAA536-G10,9.90262119625031
25.5,genus_AAA536-G10,9.92724556881715
26.5,genus_AAA536-G10,9.86357462346651
27.5,genus_AAA536-G10,9.75251269562523
28.5,genus_AAA536-G10,9.49543394720405
29.5,genus_AAA536-G10,9.38036009558115
30.5,genus_AAA536-G10,9.04670810937401
31.5,genus_AAA536-G10,8.72520971560583
32.5,genus_AAA536-G10,8.27978116651969
33.5,genus_AAA536-G10,7.85700277954594
34.5,genus_AAA536-G10,7.61810978549703
35.5,genus_AAA536-G10,7.19098401350856
36.5,genus_AAA536-G10,6.80101282019281
37.5,genus_AAA536-G10,6.3985152397087
38.5,genus_AAA536-G10,5.72986636844043
39.5,genus_AAA536-G10,5.31249490272671
40.5,genus_AAA536-G10,4.71056039087119
41.5,genus_AAA536-G10,4.09717208215363
42.5,genus_AAA536-G10,3.57447229895616
43.5,genus_AAA536-G10,3.17441429554178
44.5,genus_AAA536-G10,3.00211904401238
45.5,genus_AAA536-G10,2.70812185679027
46.5,genus_AAA536-G10,2.44765965127596
47.5,genus_AAA536-G10,2.27568301381739
48.5,genus_AAA536-G10,2.08884698254668
49.5,genus_AAA536-G10,2.03956463741381
50.5,genus_AAA536-G10,1.92289965601438
51.5,genus_AAA536-G10,1.8381717419473
52.5,genus_AAA536-G10,1.74325100925954
53.5,genus_AAA536-G10,1.69979887308357
54.5,genus_AAA536-G10,1.60729748055289
55.5,genus_AAA536-G10,1.56194813150439
56.5,genus_AAA536-G10,1.52787077199933
57.5,genus_AAA536-G10,1.46233918524204
58.5,genus_AAA536-G10,1.43306590943531
59.5,genus_AAA536-G10,1.53084318903156
60.5,genus_AAA536-G10,1.62683985399582
61.5,genus_AAA536-G10,1.68595358538746
62.5,genus_AAA536-G10,1.76950037094018
63.5,genus_AAA536-G10,1.69748123227213
64.5,genus_AAA536-G10,1.55049531801222
65.5,genus_AAA536-G10,1.73299061805169
66.5,genus_AAA536-G10,1.54910687030118
67.5,genus_AAA536-G10,1.40909999760928
68.5,genus_AAA536-G10,1.39359277995434
69.5,genus_AAA536-G10,1.4056300731799
70.5,genus_AAA536-G10,1.46039613738218
71.5,genus_AAA536-G10,1.38919603037541
72.5,genus_AAA536-G10,1.41618769810312
73.5,genus_AAA536-G10,1.46250502189474
74.5,genus_AAA536-G10,1.4394530326856
75.5,genus_AAA536-G10,1.46556982730047
76.5,genus_AAA536-G10,1.39321191411432
77.5,genus_AAA536-G10,1.45750496370255
78.5,genus_AAA536-G10,1.38577714616935
79.5,genus_AAA536-G10,1.37886820783975
80.5,genus_AAA536-G10,1.40785733560568
81.5,genus_AAA536-G10,1.47763998463802
82.5,genus_AAA536-G10,
83.5,genus_AAA536-G10,
84.5,genus_AAA536-G10,
85.5,genus_AAA536-G10,
86.5,genus_AAA536-G10,
87.5,genus_AAA536-G10,
88.5,genus_AAA536-G10,
89.5,genus_AAA536-G10,
-89.5,genus_Actinomarina,
-88.5,genus_Actinomarina,
-87.5,genus_Actinomarina,
-86.5,genus_Actinomarina,
-85.5,genus_Actinomarina,
-84.5,genus_Actinomarina,
-83.5,genus_Actinomarina,
-82.5,genus_Actinomarina,
-81.5,genus_Actinomarina,
-80.5,genus_Actinomarina,
-79.5,genus_Actinomarina,
-78.5,genus_Actinomarina,
-77.5,genus_Actinomarina,
-76.5,genus_Actinomarina,
-75.5,genus_Actinomarina,
-74.5,genus_Actinomarina,
-73.5,genus_Actinomarina,
-72.5,genus_Actinomarina,
-71.5,genus_Actinomarina,
-70.5,genus_Actinomarina,1.07563718195607
-69.5,genus_Actinomarina,0.871774647308848
-68.5,genus_Actinomarina,0.863141575623866
-67.5,genus_Actinomarina,0.974839910241784
-66.5,genus_Actinomarina,1.0166641546859
-65.5,genus_Actinomarina,1.09910367929844
-64.5,genus_Actinomarina,1.13462772200675
-63.5,genus_Actinomarina,1.20401764326856
-62.5,genus_Actinomarina,1.30090867497346
-61.5,genus_Actinomarina,1.44836871431108
-60.5,genus_Actinomarina,1.66381177927647
-59.5,genus_Actinomarina,1.94447340157867
-58.5,genus_Actinomarina,2.27286566522739
-57.5,genus_Actinomarina,2.57242314355518
-56.5,genus_Actinomarina,2.87043362250664
-55.5,genus_Actinomarina,3.09531141899082
-54.5,genus_Actinomarina,3.16626656629523
-53.5,genus_Actinomarina,3.28508213456663
-52.5,genus_Actinomarina,3.53495166265635
-51.5,genus_Actinomarina,3.82874673382139
-50.5,genus_Actinomarina,4.07344340816056
-49.5,genus_Actinomarina,4.38355632545958
-48.5,genus_Actinomarina,4.6586117140766
-47.5,genus_Actinomarina,4.93290914978385
-46.5,genus_Actinomarina,5.2475605307238
-45.5,genus_Actinomarina,5.84250472070406
-44.5,genus_Actinomarina,6.51278360819182
-43.5,genus_Actinomarina,7.31471606723602
-42.5,genus_Actinomarina,8.35401938134944
-41.5,genus_Actinomarina,9.38962564944377
-40.5,genus_Actinomarina,10.4151939168808
-39.5,genus_Actinomarina,11.1174007933643
-38.5,genus_Actinomarina,11.8124357872309
-37.5,genus_Actinomarina,12.3597449881292
-36.5,genus_Actinomarina,12.7187879053846
-35.5,genus_Actinomarina,13.0089332331679
-34.5,genus_Actinomarina,13.0944474052199
-33.5,genus_Actinomarina,13.2919657937522
-32.5,genus_Actinomarina,13.4891327245063
-31.5,genus_Actinomarina,13.6857650563551
-30.5,genus_Actinomarina,13.937114747984
-29.5,genus_Actinomarina,14.1058232499699
-28.5,genus_Actinomarina,14.3818826884143
-27.5,genus_Actinomarina,14.6798425089704
-26.5,genus_Actinomarina,14.8370339459765
-25.5,genus_Actinomarina,14.8511815144488
-24.5,genus_Actinomarina,14.8972950771869
-23.5,genus_Actinomarina,14.9377443940736
-22.5,genus_Actinomarina,14.8952333603509
-21.5,genus_Actinomarina,14.9086739071578
-20.5,genus_Actinomarina,15.0050503036872
-19.5,genus_Actinomarina,15.1186337439721
-18.5,genus_Actinomarina,15.2707078605646
-17.5,genus_Actinomarina,15.381763001037
-16.5,genus_Actinomarina,15.5277191960056
-15.5,genus_Actinomarina,15.7276784506964
-14.5,genus_Actinomarina,15.9570954118851
-13.5,genus_Actinomarina,16.1579153697709
-12.5,genus_Actinomarina,16.349974552622
-11.5,genus_Actinomarina,16.6734726060969
-10.5,genus_Actinomarina,16.9701936693137
-9.5,genus_Actinomarina,17.1270732459337
-8.5,genus_Actinomarina,17.2063665025564
-7.5,genus_Actinomarina,17.5903429515866
-6.5,genus_Actinomarina,17.9390692071838
-5.5,genus_Actinomarina,18.1873540099457
-4.5,genus_Actinomarina,18.3596020105116
-3.5,genus_Actinomarina,18.5082582544009
-2.5,genus_Actinomarina,18.7203632198663
-1.5,genus_Actinomarina,18.7025169674536
-0.5,genus_Actinomarina,18.5146718326359
0.5,genus_Actinomarina,18.6339842688811
1.5,genus_Actinomarina,19.1845687469294
2.5,genus_Actinomarina,19.4813768740644
3.5,genus_Actinomarina,19.5825855033013
4.5,genus_Actinomarina,19.4929692788854
5.5,genus_Actinomarina,19.4352252647294
6.5,genus_Actinomarina,19.2513903664483
7.5,genus_Actinomarina,19.0548740172372
8.5,genus_Actinomarina,18.6592386759341
9.5,genus_Actinomarina,18.2783533392301
10.5,genus_Actinomarina,17.8619764609586
11.5,genus_Actinomarina,17.6808488155486
12.5,genus_Actinomarina,17.5431019133998
13.5,genus_Actinomarina,17.4177860549633
14.5,genus_Actinomarina,17.4022638913328
15.5,genus_Actinomarina,17.2328532753403
16.5,genus_Actinomarina,17.1698260108485
17.5,genus_Actinomarina,17.0340174445418
18.5,genus_Actinomarina,16.7546113892808
19.5,genus_Actinomarina,16.8379439605606
20.5,genus_Actinomarina,16.6753632558133
21.5,genus_Actinomarina,16.4627034729524
22.5,genus_Actinomarina,16.3945826465667
23.5,genus_Actinomarina,16.3412200440885
24.5,genus_Actinomarina,16.3781930697879
25.5,genus_Actinomarina,16.1025974982275
26.5,genus_Actinomarina,15.8663803552974
27.5,genus_Actinomarina,15.7339573355105
28.5,genus_Actinomarina,15.3374786050419
29.5,genus_Actinomarina,15.0747943344524
30.5,genus_Actinomarina,15.2392574370212
31.5,genus_Actinomarina,15.4316982871248
32.5,genus_Actinomarina,15.6144432237975
33.5,genus_Actinomarina,15.5306123362987
34.5,genus_Actinomarina,15.3596825085114
35.5,genus_Actinomarina,14.8400687396079
36.5,genus_Actinomarina,14.450302636426
37.5,genus_Actinomarina,14.0245612290185
38.5,genus_Actinomarina,12.9914560035578
39.5,genus_Actinomarina,12.0641941648648
40.5,genus_Actinomarina,10.6864550083486
41.5,genus_Actinomarina,9.14487848777186
42.5,genus_Actinomarina,7.85578190306661
43.5,genus_Actinomarina,7.01266687243565
44.5,genus_Actinomarina,6.63657617708638
45.5,genus_Actinomarina,6.0936402185614
46.5,genus_Actinomarina,5.62948234789927
47.5,genus_Actinomarina,5.32311437507775
48.5,genus_Actinomarina,5.04510093823345
49.5,genus_Actinomarina,5.11679795297138
50.5,genus_Actinomarina,5.12466388134809
51.5,genus_Actinomarina,5.11364888204736
52.5,genus_Actinomarina,4.76265878561086
53.5,genus_Actinomarina,4.5058921892629
54.5,genus_Actinomarina,4.24252261702199
55.5,genus_Actinomarina,4.21863974956324
56.5,genus_Actinomarina,4.22146718003192
57.5,genus_Actinomarina,4.116868681845
58.5,genus_Actinomarina,4.19157281985906
59.5,genus_Actinomarina,4.51601643792522
60.5,genus_Actinomarina,4.80199186240671
61.5,genus_Actinomarina,4.81591500713374
62.5,genus_Actinomarina,4.93302500497577
63.5,genus_Actinomarina,4.58877154436384
64.5,genus_Actinomarina,4.08787676018988
65.5,genus_Actinomarina,3.97029004799641
66.5,genus_Actinomarina,3.77638740219026
67.5,genus_Actinomarina,3.26796235850283
68.5,genus_Actinomarina,3.27812331151555
69.5,genus_Actinomarina,3.48500576950275
70.5,genus_Actinomarina,3.33793623880386
71.5,genus_Actinomarina,3.09827887670972
72.5,genus_Actinomarina,2.88361416907144
73.5,genus_Actinomarina,2.68521471402341
74.5,genus_Actinomarina,2.53023050263116
75.5,genus_Actinomarina,2.17302869647739
76.5,genus_Actinomarina,1.95630734765246
77.5,genus_Actinomarina,1.68152278064778
78.5,genus_Actinomarina,1.5595454338502
79.5,genus_Actinomarina,1.51156231871577
80.5,genus_Actinomarina,1.56629295902234
81.5,genus_Actinomarina,1.52843625363177
82.5,genus_Actinomarina,
83.5,genus_Actinomarina,
84.5,genus_Actinomarina,
85.5,genus_Actinomarina,
86.5,genus_Actinomarina,
87.5,genus_Actinomarina,
88.5,genus_Actinomarina,
89.5,genus_Actinomarina,
-89.5,genus_AG-337-I02,
-88.5,genus_AG-337-I02,
-87.5,genus_AG-337-I02,
-86.5,genus_AG-337-I02,
-85.5,genus_AG-337-I02,
-84.5,genus_AG-337-I02,
-83.5,genus_AG-337-I02,
-82.5,genus_AG-337-I02,
-81.5,genus_AG-337-I02,
-80.5,genus_AG-337-I02,
-79.5,genus_AG-337-I02,
-78.5,genus_AG-337-I02,
-77.5,genus_AG-337-I02,
-76.5,genus_AG-337-I02,
-75.5,genus_AG-337-I02,
-74.5,genus_AG-337-I02,
-73.5,genus_AG-337-I02,
-72.5,genus_AG-337-I02,
-71.5,genus_AG-337-I02,
-70.5,genus_AG-337-I02,2.08109181538365
-69.5,genus_AG-337-I02,3.75244167504899
-68.5,genus_AG-337-I02,3.65288585351058
-67.5,genus_AG-337-I02,3.96234146933767
-66.5,genus_AG-337-I02,4.25695354079886
-65.5,genus_AG-337-I02,4.1760251321355
-64.5,genus_AG-337-I02,4.17007935800465
-63.5,genus_AG-337-I02,4.50149281380465
-62.5,genus_AG-337-I02,4.79954706588377
-61.5,genus_AG-337-I02,5.09946297041687
-60.5,genus_AG-337-I02,5.37694332292593
-59.5,genus_AG-337-I02,5.62830153041703
-58.5,genus_AG-337-I02,6.03370344638716
-57.5,genus_AG-337-I02,6.35526656556452
-56.5,genus_AG-337-I02,6.64745925525117
-55.5,genus_AG-337-I02,6.93227777307083
-54.5,genus_AG-337-I02,7.00655389028998
-53.5,genus_AG-337-I02,7.09140345225874
-52.5,genus_AG-337-I02,7.36314996905191
-51.5,genus_AG-337-I02,7.6918862142411
-50.5,genus_AG-337-I02,7.8612498392242
-49.5,genus_AG-337-I02,8.22979724705864
-48.5,genus_AG-337-I02,8.62877471601049
-47.5,genus_AG-337-I02,9.00468137299603
-46.5,genus_AG-337-I02,9.44041245140335
-45.5,genus_AG-337-I02,10.0384079507622
-44.5,genus_AG-337-I02,10.7440878254208
-43.5,genus_AG-337-I02,11.6424533961436
-42.5,genus_AG-337-I02,12.8443643861256
-41.5,genus_AG-337-I02,14.1051170559631
-40.5,genus_AG-337-I02,15.5369615945532
-39.5,genus_AG-337-I02,16.895680859391
-38.5,genus_AG-337-I02,18.3427428792984
-37.5,genus_AG-337-I02,19.8046353389786
-36.5,genus_AG-337-I02,21.2255198579076
-35.5,genus_AG-337-I02,22.7831766273299
-34.5,genus_AG-337-I02,24.2887588584035
-33.5,genus_AG-337-I02,26.0020871273668
-32.5,genus_AG-337-I02,27.6093853193656
-31.5,genus_AG-337-I02,29.5724077196578
-30.5,genus_AG-337-I02,31.2232151602916
-29.5,genus_AG-337-I02,32.3019950516056
-28.5,genus_AG-337-I02,33.3127433927651
-27.5,genus_AG-337-I02,34.017346158611
-26.5,genus_AG-337-I02,34.4174074719999
-25.5,genus_AG-337-I02,34.6846977370023
-24.5,genus_AG-337-I02,35.1598145730453
-23.5,genus_AG-337-I02,35.2670645310502
-22.5,genus_AG-337-I02,35.3172682509481
-21.5,genus_AG-337-I02,35.2549055581334
-20.5,genus_AG-337-I02,35.1688743112498
-19.5,genus_AG-337-I02,34.6807900861297
-18.5,genus_AG-337-I02,34.6643487127244
-17.5,genus_AG-337-I02,34.5299082304045
-16.5,genus_AG-337-I02,34.3385189125035
-15.5,genus_AG-337-I02,34.3162646357745
-14.5,genus_AG-337-I02,34.3244890401571
-13.5,genus_AG-337-I02,34.0317623930578
-12.5,genus_AG-337-I02,33.7604220145503
-11.5,genus_AG-337-I02,33.2780274496206
-10.5,genus_AG-337-I02,32.5491136772127
-9.5,genus_AG-337-I02,32.1359817442443
-8.5,genus_AG-337-I02,31.7443233087546
-7.5,genus_AG-337-I02,31.7818278593443
-6.5,genus_AG-337-I02,31.6592449613477
-5.5,genus_AG-337-I02,31.5278672619118
-4.5,genus_AG-337-I02,31.4069839227565
-3.5,genus_AG-337-I02,31.403822394744
-2.5,genus_AG-337-I02,31.4382759022388
-1.5,genus_AG-337-I02,30.9110562584381
-0.5,genus_AG-337-I02,30.2405608948092
0.5,genus_AG-337-I02,30.8110907684352
